authors,citedby,author_count
"['Temeeyasen G.', 'Srijangwad A.', 'Tripipat T.', 'Tantituvanont A.', 'Nilubol D.']",1,5
"['Phoomvuthisarn P.', 'Komin K.', 'Choisunirachon N.']",1,3
"['Tiawsirisup S.', 'Sirijutalak J.', 'Sondang M.', 'Supol M.', 'Ansusinha N.', 'Tuanudom R.', 'Rodkhum C.']",2,7
"['Pluemvitayaporn T.', 'Jindahra S.', 'Pongpinyopap W.', 'Kunakornsawat S.', 'Thiranon C.', 'Singhatanadgige W.', 'Uthaipaisanwong A.']",6,7
"['Nakavachara V.', 'Lekfuangfu N.W.']",0,2
"['Tantisuwat L.', 'Puangampai P.', 'Panpakdee P.', 'Tangarsasilp T.', 'Surachetpong S.D.']",2,5
"['Kittivanichkul D.', 'Choisunirachon N.', 'Soontornvipart K.', 'Malaivijitnond S.']",2,4
"['Treethanyaphong T.', 'Surarerks A.']",2,2
"['Chundetsumrit T.', 'Surarerks A.']",0,2
"['Simongyi M.', 'Chongstitvatana P.']",1,2
"['Thainimit S.', 'Aramvith S.', 'Ngamnil J.']",0,3
"['Songwiroj N.', 'Vatanawood W.', 'Vanit-Anunchai S.']",2,3
"['Tusjunt M.', 'Vatanawood W.']",5,2
"['Rerknimitr P.', 'Otsuka A.', 'Nakashima C.', 'Kabashima K.']",11,4
"['Khoi N.N.', 'Hauzenberger C.A.', 'Sutthirat C.', 'Tuan D.A.', 'Hager T.', 'Van Nam N.']",2,6
"['Nor Salasiah M.', 'Jirarat T.']",2,2
"['Tawatsin A.', 'Phumee A.', 'Thavara U.', 'Sirisopa P.', 'Ritthison W.', 'Thammakosol K.', 'Intayot P.', 'Joyjinda Y.', 'Wacharapluesadee S.', 'Hemachudha T.', 'Siriyasatien P.']",5,11
"['Mongkol R.', 'Chavasiri W.']",2,2
"['Miller C.', 'Thamrongthanyalak A.']",5,2
"['Ku Bahaudin K.N.A.', 'Ramzi A.B.', 'Baharum S.N.', 'Sabri S.', 'Thean Chor A.L.', 'Sabri S.', 'Thean Chor A.L.', 'Tencomnao T.']",10,8
"['Wansawat S.', 'Tencomnao T.', 'Prasanth M.I.', 'Isidoro C.']",3,4
"['Pipanmekaporn T.', 'Punjasawadwong Y.', 'Raksakietisak M.', 'Sriraj W.', 'Lekprasert V.', 'Werawatganon T.']",0,6
['Rattanatharn R.'],1,1
"['Intrakul J.', 'Chaoha P.', 'Wichiramala W.']",0,3
"['Singkham-In U.', 'Chatsuwan T.']",10,2
"['Pokhrel R.', 'Sompornpisut P.', 'Chapagain P.', 'Olson B.', 'Gerstman B.', 'Pandey R.B.']",7,6
"['Surachetpong S.D.', 'Kesdangsakonwut S.', 'Rattanapinyopituk K.', 'Chanchaithong P.']",1,4
"['Kaennakam S.', 'Aree T.', 'Rassamee K.', 'Siripong P.', 'Tip-Pyang S.']",3,5
"['Thammapornram C.', 'Kongsong W.', 'Buranakarn V.']",4,3
"['Srisawat N.', 'Tangvoraphonkchai K.', 'Lumlertgul N.', 'Tungsanga K.', 'Eiam-Ong S.']",0,5
"['Arunmanee W.', 'Heenan R.K.', 'Lakey J.H.']",1,3
"['Suwan P.', 'Praphaiphin P.', 'Chatchatee P.']",8,3
"['Tongtako W.', 'Klaewsongkram J.', 'Mickleborough T.D.', 'Suksom D.']",11,4
"['Chantawarangul K.', 'Deerojanawong J.', 'Sritippayawan S.']",1,3
"['Nguyen T.N.Y.', 'Matangkasombut O.', 'Ritprajak P.']",6,3
"['Vanichanan J.', 'Udomkarnjananun S.', 'Avihingsanon Y.', 'Jutivorakool K.']",52,4
"['Bizon P.', 'Evnin O.', 'Ficek F.']",16,3
"['Tipgomut C.', 'Wongprommoon A.', 'Takeo E.', 'Ittiudomrak T.', 'Puthong S.', 'Chanchao C.']",23,6
"['Chancharoenthana W.', 'Leelahavanichkul A.', 'Wattanatorn S.', 'Avihingsanon Y.', 'Praditpornsilpa K.', 'Eiam-Ong S.', 'Townamchai N.']",1,7
"['Somboonna N.', 'Choopara I.', 'Arunrut N.', 'Sukhonpan K.', 'Sayasathid J.', 'Dean D.', 'Kiatpathomchai W.']",17,7
"['Samransamruajkit R.', 'Limprayoon K.', 'Lertbunrian R.', 'Uppala R.', 'Samathakanee C.', 'Jetanachai P.', 'Thamsiri N.']",7,7
"['Srimuninnimit V.', 'Pornpraserthsuk P.', 'Chaiwerawattana A.', 'Kongdan Y.', 'Namkanisorn T.', 'Somwangprasert A.', 'Jatuparisuthi C.', 'Puttawibul P.', 'Vongsaisuwan M.', 'Thongthieang L.', 'Bandidwattanawong C.', 'Tantimongkolsuk C.']",5,12
"['Chokesuwattanaskul S.', 'Phelan M.M.', 'Edwards S.W.', 'Wright H.L.']",12,4
"['Pittayanon R.', 'Martel M.', 'Barkun A.']",5,3
"['Noisumdaeng P.', 'Sangsiriwut K.', 'Prasertsopon J.', 'Klinmalai C.', 'Payungporn S.', 'Mungaomklang A.', 'Chokephaibulkit K.', 'Buathong R.', 'Thitithanyanont A.', 'Puthavathana P.']",19,10
"['Suratanee A.', 'Chokrathok C.', 'Chutimanukul P.', 'Khrueasan N.', 'Buaboocha T.', 'Chadchawan S.', 'Plaimas K.']",9,7
"['Boonchai C.', 'Udomchalothorn T.', 'Sripinyowanich S.', 'Comai L.', 'Buaboocha T.', 'Chadchawan S.']",12,6
"['Keerasuntonpong P.', 'Cordery C.']",8,2
"['Kakudo K.', 'Bychkov A.', 'Bai Y.', 'Li Y.', 'Liu Z.', 'Jung C.K.']",54,6
"['Umphonsathien M.', 'Srichomkwun P.', 'Buranasupkajorn P.', 'Snabboon T.']",2,4
"['Sukgosa N.', 'Duangjai S.', 'Duengkae P.', 'Wacharapluesadee S.', 'Songmongkol P.', 'Yingsakmongkon S.', 'Olival K.J.', 'Hemachudha T.']",2,8
"['Nararatwong R.', 'Kertkeidkachorn N.', 'Cooharojananone N.', 'Okada H.']",11,4
"['Prasitlumkum N.', 'Kanitsoraphan C.', 'Kittipibul V.', 'Rattanawong P.', 'Chongsathidkiet P.', 'Cheungpasitporn W.']",5,6
"['Ousirimaneechai N.', 'Sinthupinyo S.']",9,2
"['Limjeerajarus N.', 'Keawprachum B.', 'Pliankum M.', 'Pavasant P.', 'Limjeerajarus C.N.']",5,5
"['Permpalung N.', 'Mahoney M.V.', 'Alonso C.D.']",7,3
"['Heacock-Kang Y.', 'Sun Z.', 'Zarzycki-Siek J.', 'Poonsuk K.', 'McMillan I.A.', 'Chuanchuen R.', 'Hoang T.T.']",20,7
"['Dew R.E.C.', 'Nachtergaele S.', 'Collins A.S.', 'Glorie S.', 'Foden J.', 'De Grave J.', 'Blades M.L.', 'Morley C.K.', 'Evans N.J.', 'Alessio B.L.', 'Kanjanapayont P.', 'King R.', 'Charusiri P.']",5,13
"['Nguyen T.N.Y.', 'Padungros P.', 'Wongsrisupphakul P.', 'Sa-Ard-Iam N.', 'Mahanonda R.', 'Matangkasombut O.', 'Choo M.-K.', 'Ritprajak P.']",17,8
"['Aksornthong N.', 'Vejjajiva P.']",1,2
"['Round W.H.', 'Ng K.H.', 'Rodriguez L.', 'Thayalan K.', 'Tang F.', 'Srivastava R.', 'Fukuda S.', 'Krisanachinda A.', 'Deng X.', 'Han Y.']",0,10
"['Ekprachayakoon I.', 'Miyamoto J.J.', 'Inoue-Arai M.S.', 'Honda E.-I.', 'Takada J.-I.', 'Kurabayashi T.', 'Moriyama K.']",3,7
"['Thato R.', 'Daengsaard E.', 'Sukrak N.']",2,3
"['Niyomthai T.', 'Jongsomjit B.', 'Praserthdam P.']",4,3
"['Jaruvongvanich V.', 'Poonsombudlert K.', 'Ungprasert P.']",16,3
"['Kanyaboon P.', 'Saelee T.', 'Suroengrit A.', 'Hengphasatporn K.', 'Rungrotmongkol T.', 'Chavasiri W.', 'Boonyasuppayakorn S.']",11,7
"['Sangsuk S.', 'Suebsiri S.', 'Puakhom P.']",16,3
"['Akkajit P.', 'Fajriati P.', 'Assawadithalerd M.']",6,3
"['Pornkulwat P.', 'Kurisu F.', 'Soonglerdsongpha S.', 'Banjongproo P.', 'Srithep P.', 'Limpiyakorn T.']",7,6
"['Tor-ngern P.', 'Puangchit L.']",2,2
"['Pongpanich P.', 'Pitakpaiboonkul P.', 'Takkavatakarn K.', 'Praditpornsilpa K.', 'Eiam-Ong S.', 'Susantitaphong P.']",6,6
"['Jakobsen M.R.', 'Teerapakpinyo C.', 'Shuangshoti S.', 'Keelawat S.']",20,4
"['Chaichanasak N.', 'Rojanapanthu P.', 'Yoon Y.', 'Gritsanapan W.', 'Chirachanchai S.', 'Sathirakul K.', 'Nualsanit T.', 'Seong J.K.', 'Baek S.J.']",5,9
"['Suphakhonchuwong N.', 'Chaijaroenkul W.', 'Rungsihirunrat K.', 'Na-Bangchang K.', 'Kuesap J.']",7,5
"['Xia L.', 'Wu J.', 'Pattaradilokrat S.', 'Tumas K.', 'He X.', 'Peng Y.-C.', 'Huang R.', 'Myers T.G.', 'Long C.A.', 'Wang R.', 'Su X.-Z.']",12,11
"['Lee K.-W.', 'Choi Y.-J.', 'Lee H.-J.', 'Gil Y.-C.', 'Kim H.-J.', 'Tansatit T.', 'Hu K.-S.']",10,7
"['Kasivitamnuay J.', 'Singhatanadgid P.']",13,2
"['Chutimanukul P.', 'Kositsup B.', 'Plaimas K.', 'Buaboocha T.', 'Siangliw M.', 'Toojinda T.', 'Comai L.', 'Chadchawan S.']",5,8
"['Napavichayanun S.', 'Ampawong S.', 'Harnsilpong T.', 'Angspatt A.', 'Aramwit P.']",34,5
"['Knodel J.', 'Teerawichitchainan B.', 'Pothisiri W.']",19,3
"['Chotpantarat S.', 'Kiatvarangkul N.']",63,2
"['Ampawong S.', 'Isarangkul D.', 'Reamtong O.', 'Aramwit P.']",13,4
"['Hosseini S.', 'Lao-atiman W.', 'Han S.J.', 'Arpornwichanop A.', 'Yonezawa T.', 'Kheawhom S.']",74,6
"['Keawsawasvong S.', 'Senjuntichai T.']",24,2
"['Muenzner J.K.', 'Kunze P.', 'Lindner P.', 'Polaschek S.', 'Menke K.', 'Eckstein M.', 'Geppert C.I.', 'Chanvorachote P.', 'Baeuerle T.', 'Hartmann A.', 'Schneider-Stock R.']",24,11
"['Tsai M.-H.', 'Lee W.-C.', 'Kuan W.-C.', 'Sirisansaneeyakul S.', 'Savarajara (Akaracharanya) A.']",27,5
"['Charusiri W.', 'Vitidsant T.']",17,2
"['Wiyanad A.', 'Chokphukiao P.', 'Suwannarat P.', 'Thaweewannakij T.', 'Wattanapan P.', 'Gaogasigam C.', 'Amatachaya P.', 'Amatachaya S.']",8,8
"['Mohdee V.', 'Maneeintr K.', 'Wannachod T.', 'Phatanasri S.', 'Pancharoen U.']",7,5
"['Fulzele K.', 'Dedic C.', 'Lai F.', 'Bouxsein M.', 'Lotinun S.', 'Baron R.', 'Divieti Pajevic P.']",13,7
"['Puapatanakul P.', 'Lumlertgul N.', 'Thongbor N.', 'Mahamongkholsawat J.', 'Kanjanabuch T.']",3,5
"['Panmekiate S.', 'Rungwittayathon P.', 'Suptaweeponboon W.', 'Tangtraitham N.', 'Pauwels R.']",16,5
"['Taweevisit M.', 'Thorner P.S.']",5,2
"['Chompookham P.', 'Rukngan W.', 'Nilaban S.', 'Suwanmajo S.', 'Yoosom P.', 'Kalayasiri R.']",10,6
"['Ukritchon B.', 'Keawsawasvong S.']",50,2
"['Plengpanich W.', 'Kiateprungvej A.', 'Charoen S.', 'Khovidhunkit W.']",1,4
"['Johannsdottir S.', 'Jansook P.', 'Stefansson E.', 'Kristinsdottir I.M.', 'Asgrimsdottir G.M.', 'Loftsson T.']",11,6
"['Manotum R.', 'Klinkla R.', 'Pinsook U.', 'Kotmool K.', 'Tsuppayakorn-aek P.', 'Ahuja R.', 'Bovornratanaraks T.']",1,7
"['Towijit U.', 'Songruk N.', 'Lindblad P.', 'Incharoensakdi A.', 'Jantaro S.']",18,5
"['Chomwong S.', 'Charoensapsri W.', 'Amparyup P.', 'Tassanakajon A.']",45,4
"['Vichit P.', 'Rungsipipat A.', 'Surachetpong S.D.']",1,3
"['Mata W.', 'Putita C.', 'Dong H.T.', 'Kayansamruaj P.', 'Senapin S.', 'Rodkhum C.']",7,6
"['Jedsukontorn T.', 'Ueno T.', 'Saito N.', 'Hunsom M.']",21,4
"['Klinkla R.', 'Sakulsupich V.', 'Pakornchote T.', 'Pinsook U.', 'Bovornratanaraks T.']",12,5
"['McHugh T.', 'Snidvongs K.', 'Xie M.', 'Banglawala S.', 'Sommer D.']",67,5
"['Hibiki T.', 'Ozaki T.', 'Shen X.', 'Miwa S.', 'Kinoshita I.', 'Hazuku T.', 'Rassame S.']",17,7
"['Tunterak W.', 'Prakairungnamthip D.', 'Ninvilai P.', 'Bunyapisitsopa S.', 'Oraveerakul K.', 'Sasipreeyajan J.', 'Amonsin A.', 'Thontiravong A.']",11,8
"['Chueangchayaphan N.', 'Nithi-Uthai N.', 'Techakittiroj K.', 'Manuspiya H.']",4,4
"['Jiwalak N.', 'Daengngern R.', 'Rungrotmongkol T.', 'Jungsuttiwong S.', 'Namuangruk S.', 'Kungwan N.', 'Dokmaisrijan S.']",4,7
"['Hara H.', 'Tokiwa T.', 'Kurihara T.', 'Charoentitirat T.', 'Ngamnithiporn A.', 'Visetnat K.', 'Tominaga K.', 'Kamata Y.', 'Ueno K.']",20,9
"['Tansatit T.', 'Phumyoo T.', 'Jitaree B.', 'Sawatwong W.', 'Rungsawang C.', 'Jiirasutat N.', 'Sahraoui Y.M.E.', 'Lee J.H.']",23,8
"['Printechapat T.', 'Sumetkijakan S.']",1,2
"['Cheewajaroen K.', 'Saengkaew P.', 'Sanorpim S.', 'Yordsri V.', 'Thanachayanont C.', 'Nuntawong N.', 'Rathanasakulthong W.']",4,7
"['Saiworn W.', 'Thim-uam A.', 'Visitchanakun P.', 'Atjanasuppat K.', 'Chantaraaumporn J.', 'Mokdara J.', 'Chungchatupornchai S.', 'Pisitkun P.', 'Leelahavanichkul A.', 'Poolthong S.', 'Baron R.', 'Lotinun S.']",5,12
"['Chokradjaroen C.', 'Theeramunkong S.', 'Yui H.', 'Saito N.', 'Rujiravanit R.']",47,5
"['Abe Y.', 'Odawara N.', 'Aeimhirunkailas N.', 'Shibata H.', 'Fujisaki N.', 'Tachibana H.', 'Ueda T.']",5,7
"['Okhawilai M.', 'Hiziroglu S.', 'Rimdusit S.']",19,3
"['Sangkaew A.', 'Krungkrai J.', 'Yompakdee C.']",10,3
"['Yodchai K.', 'Hutchinson A.M.', 'Oumtanee A.']",8,3
"['Khattiyawittayakun L.', 'Seresirikachorn K.', 'Chitsuthipakorn W.', 'Kanjanawasee D.', 'Snidvongs K.']",14,5
"['Siripatrawan U.', 'Makino Y.']",28,2
"['Jirawattanasomkul T.', 'Kongwang N.', 'Jongvivatsakul P.', 'Likitlersuang S.']",26,4
"['Sorasitthiyanukarn F.N.', 'Muangnoi C.', 'Ratnatilaka Na Bhuket P.', 'Rojsitthisak P.', 'Rojsitthisak P.']",106,5
"['Hosseini S.', 'Han S.J.', 'Arponwichanop A.', 'Yonezawa T.', 'Kheawhom S.']",68,5
"['Solmi M.', 'Kohler C.A.', 'Stubbs B.', 'Koyanagi A.', 'Bortolato B.', 'Monaco F.', 'Vancampfort D.', 'Machado M.O.', 'Maes M.', 'Tzoulaki I.', 'Firth J.', 'Ioannidis J.P.A.', 'Carvalho A.F.']",47,13
"['Alahmad W.', 'Tungkijanansin N.', 'Kaneta T.', 'Varanusupakul P.']",67,4
"['Panyasing Y.', 'Kedkovid R.', 'Kittawornrat A.', 'Ji J.', 'Zimmerman J.', 'Thanawongnuwech R.']",13,6
"['Godoy D.J.D.', 'Chokboribal J.', 'Pauwels R.', 'Banlunara W.', 'Sangvanich P.', 'Jaroenporn S.', 'Thunyakitpisal P.']",18,7
"['Chirakul S.', 'Norris M.H.', 'Pagdepanichkit S.', 'Somprasong N.', 'Randall L.B.', 'Shirley J.F.', 'Borlee B.R.', 'Lomovskaya O.', 'Tuanyok A.', 'Schweizer H.P.']",11,10
"['Jarangdet T.', 'Pratumyot K.', 'Srikittiwanna K.', 'Dungchai W.', 'Mingvanish W.', 'Techakriengkrai I.', 'Sukwattanasinitt M.', 'Niamnont N.']",20,8
"['Khanna P.', 'Lee J.S.', 'Sereemaspun A.', 'Lee H.', 'Baeg G.H.']",27,5
"['Pinsorn P.', 'Oikawa A.', 'Watanabe M.', 'Sasaki R.', 'Ngamchuachit P.', 'Hoefgen R.', 'Saito K.', 'Sirikantaramas S.']",31,8
"['Saeaurng K.', 'Kuakpetoon D.']",14,2
"['Deng X.', 'Zhao L.', 'Fang T.', 'Xiong Y.', 'Ogutu C.', 'Yang D.', 'Vimolmangkang S.', 'Liu Y.', 'Han Y.']",38,9
"['Wangpaiboon K.', 'Padungros P.', 'Nakapong S.', 'Charoenwongpaiboon T.', 'Rejzek M.', 'Field R.A.', 'Pichyangkura R.']",32,7
"['Sitticharoenchai P.', 'Chattranukulchai P.', 'Srimahachota S.', 'Tumkosit M.', 'Boonyaratavej S.']",0,5
"['Treesuwan S.', 'Sritularak B.', 'Chanvorachote P.', 'Pongrakhananon V.']",18,4
"['Parnthong J.', 'Kungsanant S.', 'Chavadej S.']",13,3
"['Sukarnjanaset W.', 'Wattanavijitkul T.', 'Jarurattanasirikul S.']",13,3
"['Pirom T.', 'Arponwichanop A.', 'Pancharoen U.', 'Yonezawa T.', 'Kheawhom S.']",24,5
"['Zhao Y.', 'Chaimool S.']",8,2
"['Piewbang C.', 'Jo W.K.', 'Puff C.', 'Van Der Vries E.', 'Kesdangsakonwut S.', 'Rungsipipat A.', 'Kruppa J.', 'Jung K.', 'Baumgartner W.', 'Techangamsuwan S.', 'Ludlow M.', 'Osterhaus A.D.M.E.']",45,12
"['Jongwattanapisan P.', 'Terajima M.', 'Miguez P.A.', 'Querido W.', 'Nagaoka H.', 'Sumida N.', 'Gurysh E.G.', 'Ainslie K.M.', 'Pleshko N.', 'Perera L.', 'Yamauchi M.']",20,11
"['Tinpranee N.', 'Incharoensakdi A.', 'Phunpruch S.']",9,3
"['Tianthong W.', 'Phupong V.']",6,2
"['Pramesona B.A.', 'Taneepanichskul S.']",27,2
"['Sukjamnong S.', 'Chan Y.L.', 'Zakarya R.', 'Nguyen L.T.', 'Anwer A.G.', 'Zaky A.A.', 'Santiyanont R.', 'Oliver B.G.', 'Goldys E.', 'Pollock C.A.', 'Chen H.', 'Saad S.']",31,12
"['Srirachya N.', 'Boonkerd K.', 'Nakajima L.', 'Kobayashi T.']",8,4
"['Chawalitpong S.', 'Chokchaisiri R.', 'Suksamrarn A.', 'Katayama S.', 'Mitani T.', 'Nakamura S.', 'Athamneh A.A.', 'Ritprajak P.', 'Leelahavanichkul A.', 'Aeimlapa R.', 'Charoenphandhu N.', 'Palaga T.']",18,12
"['Maes M.', 'Carvalho A.F.']",141,2
"['Tsuppayakorn-Aek P.', 'Luo W.', 'Watcharatharapong T.', 'Ahuja R.', 'Bovornratanaraks T.']",19,5
"['Morris G.', 'Puri B.K.', 'Walder K.', 'Berk M.', 'Stubbs B.', 'Maes M.', 'Carvalho A.F.']",52,7
"['Takahashi J.-I.', 'Deowanish S.', 'Okuyama H.']",5,3
"['Ahmad R.', 'Sahidin I.', 'Taher M.', 'Low C.', 'Noor N.M.', 'Sillapachaiyaporn C.', 'Chuchawankul S.', 'Sarachana T.', 'Tencomnao T.', 'Iskandar F.', 'Rajab N.F.', 'Baharum S.N.']",21,12
"['Tsuppayakorn-Aek P.', 'Luo W.', 'Ahuja R.', 'Bovornratanaraks T.']",12,4
"['Thanadetsuntorn C.', 'Ngamjanyaporn P.', 'Setthaudom C.', 'Hodge K.', 'Saengpiya N.', 'Pisitkun P.']",24,6
"['Amornwachirabodee K.', 'Tantimekin N.', 'Pan-In P.', 'Palaga T.', 'Pienpinijtham P.', 'Pipattanaboon C.', 'Sukmanee T.', 'Ritprajak P.', 'Charoenpat P.', 'Pitaksajjakul P.', 'Ramasoota P.', 'Wanichwecharungruang S.']",20,12
"['Yousatit S.', 'Jittapasata T.', 'Leelaphattharaphan N.', 'Nuntang S.', 'Ngamcharussrivichai C.']",8,5
"['Tangjitsitcharoen S.', 'Lohasiriwat H.']",9,2
"['Plaza P.U.', 'Mehrotra R.', 'Scott C.M.', 'Reimer J.D.']",7,4
"['Tournemaine F.', 'Tsoukis C.']",0,2
"['Krapo M.', 'Thanasilp S.', 'Chimluang J.']",2,3
"['Chiasakul T.', 'Cuker A.']",60,2
"['Kongkavitoon P.', 'Butta P.', 'Sanpavat A.', 'Bhattarakosol P.', 'Tangtanatakul P.', 'Wongprom B.', 'Tangkijvanich P.', 'Hirankarn N.', 'Palaga T.']",13,9
