authors,citedby,author_count
"['Kalpongnukul N.', 'Bootsri R.', 'Wongkongkathep P.', 'Kaewsapsak P.', 'Ariyachet C.', 'Pisitkun T.', 'Chantaravisoot N.']",2,7
"['Tan K.-S.', 'Yoon B.-W.', 'Lin R.-T.', 'Mehndiratta M.M.', 'Suwanwela N.C.', 'Venketasubramanian N.']",0,6
['Reekie S.'],0,1
"['Piyacomn Y.', 'Kasetsuwan N.', 'Puangsricharern V.', 'Reinprayoon U.', 'Satitpitakul V.', 'Chantaren P.']",0,6
"['Lujintanon S.', 'Amatavete S.', 'Thitipatarakorn S.', 'Puthanakit T.', 'Songtaweesin W.N.', 'Chaisalee T.', 'Janyam S.', 'Phanuphak N.', 'Ramautarsing R.A.']",0,9
"['Navadurong H.', 'Prasoppokakorn T.', 'Srisawat N.', 'Chaiteerakij R.', 'Komolmit P.', 'Tangkijvanich P.', 'Treeprasertsuk S.']",0,7
"['Pitisuttithum P.', 'Treeprasertsuk S.']",0,2
"['Puriwat W.', 'Tripopsakul S.']",0,2
"['Tripopsakul S.', 'Puriwat W.']",4,2
"['Riewruja K.', 'Makarczyk M.', 'Alexander P.G.', 'Gao Q.', 'Goodman S.B.', 'Bunnell B.A.', 'Gold M.S.', 'Lin H.']",0,8
"['Sukkathanyawat H.', 'Bampenrat A.', 'Jarunglumlert T.', 'Prommuak C.']",0,4
['Kaewkhao K.'],0,1
['Jittiang B.'],0,1
"['Tuanudom R.', 'Rodkhum C.', 'Tiawsirisup S.']",0,3
"['Morini G.', 'Tummaruk P.', 'Saleri R.', 'De Rensis F.']",0,4
"['Hoque F.', 'Abraham T.J.', 'Joardar S.N.', 'Paria P.', 'Behera B.K.', 'Das B.K.']",1,6
"['Chaithavee S.', 'Chayakul T.']",0,2
"['Jantarabenjakul W.', 'Supradish Na Ayudhya P.', 'Suntarattiwong P.', 'Thepnarong N.', 'Rotcheewaphan S.', 'Udomsantisuk N.', 'Moonwong J.', 'Kosulvit P.', 'Tawan M.', 'Sudjaritruk T.', 'Puthanakit T.']",1,11
"['Chentanez N.', 'Jeschke S.', 'Muller M.', 'Macklin M.']",0,4
"['Lothong M.', 'Anurud K.', 'Semsirmboon S.', 'Poonyachoti S.', 'Thammachareon S.']",0,5
"['Lerttiendamrong B.', 'Annoppornchai P.', 'Lerttiendamrong P.', 'Pungrasmi P.']",0,4
"['Rai D.', 'Lin C.-W.W.', 'Jiraporn N.', 'Juntongjin P.']",0,4
"['Kirby J.', 'Pittayaporn P.', 'Brunelle M.']",1,3
"['Shirin T.', 'Saha T.', 'Rahaman M.H.', 'Chowdhury M.A.', 'Bari E.', 'Das T.K.', 'Rahman M.M.']",0,7
"['Chamsuwan S.', 'Buranakarl C.', 'Angkanaporn K.', 'Dissayabutra T.', 'Chuaypen N.', 'Pisitkun T.', 'Kalpongnukul N.']",0,7
"['Liang J.', 'Wang X.-Y.', 'Gao X.-H.', 'Tian J.-M.', 'Duan B.', 'Zhang W.', 'Jiang Y.-J.', 'Prasert R.', 'Zhang J.-L.', 'Zhao T.-S.']",0,10
"['Sangtongjaraskul S.', 'Chokengarmwong N.', 'Pornwilaikun P.', 'Paarporn P.']",0,4
"['Pongsiri T.', 'Prajongjai V.', 'Charoenpanich N.']",0,3
"['Jitsinchayakul S.', 'Humphries U.', 'Saleewong T.', 'Khamwan K.']",0,4
"['Jiratampradab A.', 'Supapakorn T.', 'Suntornchost J.']",0,3
"['Thisyakorn U.', 'Saokaew S.', 'Gallagher E.', 'Kastner R.', 'Sruamsiri R.', 'Oliver L.', 'Hanley R.']",0,7
"['Rerkasem A.', 'Nantakool S.', 'Wilson B.C.', 'Mangklabruks A.', 'Boonyapranai K.', 'Mutirangura A.', 'Derraik J.G.B.', 'Rerkasem K.']",0,8
"['Herman B.', 'Bruni A.', 'Zain E.', 'Dzulhadj A.', 'Oo A.C.', 'Viwattanakulvanid']",0,6
"['Han W.M.', 'Apornpong T.', 'Gatechompol S.', 'Ubolyam S.', 'Chattranukulchai P.', 'Wattanachanya L.', 'Siwamogsatham S.', 'Kerr S.J.', 'Erlandson K.M.', 'Avihingsanon A.']",1,10
"['Tomano N.', 'Boondamnoen O.', 'Aumnate C.', 'Potiyaraj P.']",0,4
"['Chitcharoen S.', 'Phokaew C.', 'Mauleekoonphairoj J.', 'Khongphatthanayothin A.', 'Sutjaporn B.', 'Wandee P.', 'Poovorawan Y.', 'Nademanee K.', 'Payungporn S.']",0,9
"['Lumlertgul N.', 'Baker E.', 'Pearson E.', 'Dalrymple K.V.', 'Pan J.', 'Jheeta A.', 'Weerapolchai K.', 'Wang Y.', 'Leach R.', 'Barrett N.A.', 'Ostermann M.']",1,11
"['Rojnueangnit K.', 'Anthanont P.', 'Khetkham T.', 'Puttamanee S.', 'Ittiwut C.']",0,5
"['Manachai N.', 'Umnuayyonvaree D.', 'Punyathi P.', 'Rungsipipat A.', 'Rattanapinyopituk K.']",0,5
"['Borisuit A.', 'Suriyothin P.']",0,2
"['Wannaratana S.', 'Banlunara W.', 'Chokeshaiusaha K.', 'Sananmuang T.']",0,4
"['Pradit S.', 'Noppradit P.', 'Jitkaew P.', 'Sengloyluan K.', 'Kobkeatthawin T.', 'Laerosa A.', 'Sirivithayapakorn S.']",3,7
"['Budnard J.', 'Khaodhiar S.']",0,2
"['Riewruja K.', 'Aguglia A.M.', 'Hines S.', 'Makarcyzk M.J.', 'Honsawek S.', 'Lin H.']",2,6
"['Das M.K.', 'Pinitpuwadol W.', 'Wonlopsiri K.', 'Wangyao P.', 'Qin J.']",1,5
"['Alcantara K.P.', 'Nalinratana N.', 'Chutiwitoonchai N.', 'Castillo A.L.', 'Banlunara W.', 'Vajragupta O.', 'Rojsitthisak P.', 'Rojsitthisak P.']",2,8
"['Tran Vo T.M.', 'Kobayashi T.', 'Potiyaraj P.']",4,3
"['Jeamsripong S.', 'Thaotumpitak V.', 'Anuntawirun S.', 'Roongrojmongkhon N.', 'Atwill E.R.', 'Hinthong W.']",2,6
"['Stonsaovapak C.', 'Sangveraphunsiri V.', 'Jitpugdee W.', 'Piravej K.']",1,4
"['Pumnuan J.', 'Namee D.', 'Sarapothong K.', 'Doungnapa T.', 'Phutphat S.', 'Pattamadilok C.', 'Thipmanee K.']",2,7
['Prasomsri P.'],1,1
"['Kingkaew E.', 'Konno H.', 'Hosaka Y.', 'Phongsopitanun W.', 'Tanasupawat S.']",0,5
"['Ruksiriwanich W.', 'Khantham C.', 'Muangsanguan A.', 'Phimolsiripol Y.', 'Barba F.J.', 'Sringarm K.', 'Rachtanapun P.', 'Jantanasakulwong K.', 'Jantrawut P.', 'Chittasupho C.', 'Chutoprapat R.', 'Boonpisuttinant K.', 'Sommano S.R.']",4,13
"['Mahmood T.', 'Ali Z.', 'Baupradist S.', 'Chinram R.']",1,4
"['Yakubu B.M.', 'Khan M.I.', 'Bhattarakosol P.']",2,3
"['Wananiyakul S.', 'Steuding J.', 'Tongsomporn J.']",0,3
"['Piamsomboon P.', 'Han J.E.']",2,2
"['Sithiwichankit C.', 'Chanchareon R.']",2,2
"['Sriphoosanaphan S.', 'Suksawatamnuay S.', 'Srisoonthorn N.', 'Siripon N.', 'Thaimai P.', 'Ananchuensook P.', 'Thanapirom K.', 'Nonthasoot B.', 'Hansasuta P.', 'Komolmit P.']",2,10
"['Shanmugaraj B.', 'Malla A.', 'Bulaon C.J.I.', 'Phoolcharoen W.', 'Phoolcharoen N.']",4,5
"['Sharma A.', 'Chaudhary S.', 'Malhotra J.', 'Khichar S.', 'Wuttisittikulkij L.']",5,5
"['Soe H.M.S.H.', 'Maw P.D.', 'Loftsson T.', 'Jansook P.']",2,4
"['Tedsree N.', 'Likhitwitayawuid K.', 'Sritularak B.', 'Tedsree K.', 'Tanasupawat S.']",0,5
"['Sitthikarnkha P.', 'Uppala R.', 'Niamsanit S.', 'Sutra S.', 'Thepsuthammarat K.', 'Techasatian L.', 'Niyomkarn W.', 'Teeratakulpisarn J.']",2,8
"['Khongwichit S.', 'Chuchaona W.', 'Vongpunsawad S.', 'Poovorawan Y.']",2,4
"['Seesamut T.', 'Ng B.', 'Sutcharit C.', 'Chanabun R.', 'Panha S.']",1,5
"['Hansapaiboon S.', 'Bulatao B.P.', 'Sorasitthiyanukarn F.N.', 'Jantaratana P.', 'Nalinratana N.', 'Vajragupta O.', 'Rojsitthisak P.', 'Rojsitthisak P.']",4,8
"['Jamnongkan T.', 'Intraramongkol N.', 'Samoechip W.', 'Potiyaraj P.', 'Mongkholrattanasit R.', 'Jamnongkan P.', 'Wongwachirakorn P.', 'Sugimoto M.', 'Ito H.', 'Huang C.-F.']",4,10
"['Srivarasat S.', 'Brownell N.', 'Siriyasatien P.', 'Noppakun N.', 'Asawanonda P.', 'Rattanakorn K.', 'Preativatanyou K.', 'Kumtornrut C.']",4,8
"['Iksen I.', 'Sinsook S.', 'Wattanathamsan O.', 'Buaban K.', 'Chamni S.', 'Pongrakhananon V.']",2,6
"['Suriya U.', 'Mahalapbutr P.', 'Wimonsong W.', 'Yotphan S.', 'Choowongkomon K.', 'Rungrotmongkol T.']",1,6
"['Sooksawat N.', 'Inthorn D.', 'Chittawanij A.', 'Vangnai A.', 'Kongtip P.', 'Woskie S.']",0,6
"['Parnianifard A.', 'Mumtaz S.', 'Chaudhary S.', 'Imran M.A.', 'Wuttisittikulkij L.']",0,5
"['Seng S.', 'Feuer H.N.', 'Charoenratana S.']",0,3
"['Liewchalermwong S.', 'Oranratanaphan S.', 'Termrungruanglert W.', 'Triratanachat S.', 'Tantbirojn P.', 'Kitkumthorn N.', 'Bhattarakosol P.', 'Chaiwongkot A.']",0,8
"['Worawalai W.', 'Surachaitanawat N.', 'Khongchai P.', 'Vchirawongkwin V.', 'Aree T.', 'Phuwapraisirisan P.']",0,6
"['Uaprasert N.', 'Pitakkitnukun P.', 'Tangcheewinsirikul N.', 'Chiasakul T.', 'Rojnuckarin P.']",5,5
"['Mehrotra R.', 'Allchurch A.', 'Monchanin C.', 'Scott C.M.']",0,4
"['Tungsanga S.', 'Udompornpitak K.', 'Worasilchai J.', 'Ratana-aneckchai T.', 'Wannigama D.L.', 'Katavetin P.', 'Leelahavanichkul A.']",2,7
"['Worawittayatada J.', 'Angsujinda K.', 'Sinnuengnong R.', 'Attasart P.', 'Smith D.R.', 'Assavalapsakul W.']",0,6
"['Thirati P.', 'Lertparinyaphorn I.']",0,2
"['Sereeyotin J.', 'Nutthirameth N.', 'Kumwilaisak K.']",0,3
['Sirisawad N.'],1,1
"['Chandavimol M.', 'Buddhari W.', 'Sakiyalak P.', 'Cheewatankornkul S.', 'Lertsuwunseri V.', 'Taksaudom N.', 'Kittayarak C.', 'Chunhamaneewat N.', 'Srimahachota S.']",0,9
"['Suksamran N.', 'Anantawat V.', 'Wattanaarsakit P.', 'Wei C.', 'Rahman M.A.', 'Majima H.J.', 'Tangpong J.']",1,7
"['Patigo A.', 'Hengphasatporn K.', 'Cao V.', 'Paunrat W.', 'Vijara N.', 'Chokmahasarn T.', 'Maitarad P.', 'Rungrotmongkol T.', 'Shigeta Y.', 'Boonyasuppayakorn S.', 'Khotavivattana T.']",7,11
"['Clarke T.', 'Brinkac L.', 'Greco C.', 'Alleyne A.T.', 'Carrasco P.', 'Inostroza C.', 'Tau T.', 'Wisitrasameewong W.', 'Torralba M.G.', 'Nelson K.', 'Singh H.']",0,11
"['Kunthakudee N.', 'Ramakul P.', 'Serivalsatit K.', 'Hunsom M.']",1,4
"['Theerthagiri J.', 'Karuppasamy K.', 'Min A.', 'Govindarajan D.', 'Kumari M.L.A.', 'Muthusamy G.', 'Kheawhom S.', 'Kim H.-S.', 'Choi M.Y.']",15,9
"['Ploypetch S.', 'Jaresitthikunchai J.', 'Phaonakrop N.', 'Sakcamduang W.', 'Manee-in S.', 'Suriyaphol P.', 'Roytrakul S.', 'Suriyaphol G.']",1,8
"['Chantadisai M.', 'Sirisalipoch S.', 'Vachatimanont S.']",0,3
"['Suwajanakorn O.', 'Puangsricharern V.', 'Kittipibul T.', 'Chatsuwan T.']",4,4
"['Prasitlumkum N.', 'Navaravong L.', 'Desai A.', 'Chewcharat P.', 'Gandhi H.', 'Perswani P.', 'Vallabhajosyula S.', 'Cheungpasitporn W.', 'Akoum N.', 'Jongnarangsin K.', 'Chokesuwattanaskul R.']",2,11
"['Veerakul G.', 'Khongphatthanayothin A.', 'Nademanee K.']",1,3
"['Ananchuensook P.', 'Suksawatamnauy S.', 'Thaimai P.', 'Sriphoosanaphan S.', 'Thanapirom K.', 'Teerapakpinyo C.', 'Pooworawan Y.', 'Komolmit P.']",0,8
"['Aniwan S.', 'Santiago P.', 'Loftus E.V.', 'Park S.H.']",5,4
"['Kongsukho S.', 'Kanjanapayont P.']",0,2
"['Okey O.D.', 'Maidin S.S.', 'Lopes Rosa R.', 'Toor W.T.', 'Carrillo Melgarejo D.', 'Wuttisittikulkij L.', 'Saadi M.', 'Zegarra Rodriguez D.']",4,8
"['Varrathyarom P.', 'Sathirapatya T.', 'Worrapitirungsi W.', 'Vongpaisarnsin K.']",1,4
"['Julapong P.', 'Ekasin J.', 'Katethol P.', 'Srichonphaisarn P.', 'Juntarasakul O.', 'Numprasanthai A.', 'Tabelin C.B.', 'Phengsaart T.']",2,8
"['Singharajkomron N.', 'Yodsurang V.', 'Seephan S.', 'Kungsukool S.', 'Petchjorm S.', 'Maneeganjanasing N.', 'Promboon W.', 'Dangwilailuck W.', 'Pongrakhananon V.']",0,9
"['Leelatanon S.', 'Jantawee S.', 'Vannarat S.', 'Matan N.']",0,4
"['Songnaka N.', 'Lertcanawanichakul M.', 'Hutapea A.M.', 'Krobthong S.', 'Yingchutrakul Y.', 'Atipairin A.']",1,6
"['Jiamsawat C.', 'Wasanapiarnpong T.', 'Srikulkit K.']",2,3
"['Jeamsripong S.', 'Thaotumpitak V.', 'Anuntawirun S.', 'Roongrojmongkhon N.', 'Atwill E.R.']",1,5
"['Vaidya A.', 'Hundemer G.L.', 'Nanba K.', 'Parksook W.W.', 'Brown J.M.']",12,5
"['Chann K.', 'Sok T.', 'Khoeun R.', 'Men V.', 'Visessri S.', 'Oeurng C.', 'Sor R.', 'Null S.E.']",2,8
"['Niemcharoen S.', 'Haetrakul T.', 'Palic D.', 'Chansue N.']",4,4
"['Innets B.', 'Thongsom S.', 'Petsri K.', 'Racha S.', 'Yokoya M.', 'Moriue S.', 'Chaotham C.', 'Chanvorachote P.']",3,8
"['Tungsukruthai S.', 'Sritularak B.', 'Chanvorachote P.']",1,3
"['Cho H.J.', 'Waugh R.', 'Wu T.', 'Panyakaew P.', 'Mente K.', 'Urbano D.', 'Hallett M.', 'Horovitz S.G.']",3,8
"['Srisurin P.', 'Pimpanit P.', 'Jarumaneeroj P.']",2,3
"['Sawatpanich A.', 'Petsong S.', 'Tumwasorn S.', 'Rotcheewaphan S.']",1,4
"['Prayongrat A.', 'Srimaneekarn N.', 'Thonglert K.', 'Khorprasert C.', 'Amornwichet N.', 'Alisanant P.', 'Shirato H.', 'Kobashi K.', 'Sriswasdi S.']",1,9
"['Irawan M.Z.', 'Joewono T.B.', 'Belgiawan P.F.', 'Chalermpong S.', 'Thaithatkul P.']",1,5
"['Somboonvechakarn C.', 'Taiphapoon T.', 'Anuntavoranich P.', 'Sinthupinyo S.']",1,4
"['Do Nguyen D.K.', 'Semsirmboon S.', 'Chaiyabutr N.', 'Thammacharoen S.']",1,4
"['Saupsor J.', 'Sangsawang J.', 'Kao-ian W.', 'Mahlendorf F.', 'Mohamad A.A.', 'Cheacharoen R.', 'Kheawhom S.', 'Somwangthanaroj A.']",2,8
"['Nararak A.', 'Kiatwisarnkij N.', 'Rojhirunsakool T.', 'Dasari S.', 'Nusen S.', 'Lothongkum G.', 'Lampke T.', 'Hartung F.', 'Qin J.', 'Wangyao P.']",1,10
"['Jaruratchataphun J.', 'Kiatwisarnkij N.', 'Rojhirunsakool T.', 'Lothongkum G.', 'Wangyao P.']",1,5
"['Assawarachan S.N.', 'Yodsheewan R.', 'Maneesaay P.', 'Rattanapinyopituk K.', 'Chuchalermporn P.', 'Kongchun A.', 'Hakhen B.', 'Sattasathuchana P.']",0,8
"['Upasen R.', 'Saengpanya W.']",0,2
"['Prasartpornsirichoke J.', 'Kalayasiri R.', 'Vichitkunakorn P.', 'Ratta-apha W.', 'Atsariyasing W.', 'Anekwit N.', 'Lamyai W.', 'Thongpanich C.', 'Likhitsathian S.', 'Rungnirundorn T.', 'Rattanasumawong W.', 'Chuatai N.', 'Srisuklorm S.', 'Tanaree A.', 'Patanavanich R.']",0,15
"['Sanni A.', 'Olawale A.S.', 'Sani Y.M.', 'Kheawhom S.']",2,4
"['Palungwachira P.', 'Montimanutt G.', 'Musikatavorn K.', 'Savatmongkorngul S.']",1,4
"['Tattiyapong P.', 'Kitiyodom S.', 'Yata T.', 'Jantharadej K.', 'Adamek M.', 'Surachetpong W.']",5,6
['Lertnuwat B.'],3,1
"['Tempark T.', 'Tangthanapalakul A.', 'Deekajorndech T.', 'Chatproedprai S.', 'Supornsilchai V.', 'Wananukul S.']",0,6
"['Lin A.C.K.', 'Netcharoensirisuk P.', 'Sanachai K.', 'Sukma W.', 'Chansriniyom C.', 'Chaotham C.', 'De-Eknamkul W.', 'Rungrotmongkol T.', 'Chamni S.']",0,9
"['Nunthaitaweekul P.', 'Leelawat N.', 'Thaithae S.', 'Muenboonme W.', 'Krutphong K.', 'Ringrod K.', 'Tang J.']",0,7
"['Kanwatchara K.', 'Horsuwan T.', 'Lertvittayakumjorn P.', 'Kijsirikul B.', 'Vateekul P.']",0,5
"['Boonyarattanasoonthorn T.', 'Kongratanapasert T.', 'Maiuthed A.', 'Hamlin R.', 'Kijtawornrat A.', 'Khemawoot P.']",0,6
"['Limpuangthip N.', 'Tumrasvin W.', 'Thongyoi B.']",1,3
"['Khamsiri S.', 'Venunan P.', 'Khaokheiw C.', 'Silapanth P.', 'Banron S.', 'Pailoplee S.']",0,6
"['Thitimon A.', 'Aksornkitti V.', 'Sereemaspun A.', 'Thamyongkit P.', 'Promarak V.', 'Rojanathanes R.']",0,6
"['Lorlowhakarn K.', 'Arayakarnkul S.', 'Trongtorsak A.', 'Leesutipornchai T.', 'Kewcharoen J.', 'Sinphurmsukskul S.', 'Siwamogsatham S.', 'Puwanant S.', 'Ariyachaipanich A.']",0,9
"['Fungtammasan S.', 'Phupong V.']",2,2
"['Le V.P.', 'Songkasupa T.', 'Boonpornprasert P.', 'Nguyen T.L.', 'Nuanualsuwan S.']",0,5
"['Tansatit T.', 'Uruwan S.', 'Rungsawang C.']",0,3
"['Han W.M.', 'Kerr S.J.', 'Avihingsanon A.', 'Boettiger D.C.']",0,4
"['Banjongjit A.', 'Lertussavavivat T.', 'Paitoonpong L.', 'Putcharoen O.', 'Vanichanan J.', 'Wattanatorn S.', 'Tungsanga K.', 'Eiam-Ong S.', 'Avihingsanon Y.', 'Tungsanga S.', 'Townamchai N.']",0,11
"['Rattanakomol P.', 'Khongwichit S.', 'Linsuwanon P.', 'Lee K.H.', 'Vongpunsawad S.', 'Poovorawan Y.']",1,6
"['Charoenphon C.', 'Trakolkul C.', 'Satirapod C.']",0,3
"['Jeratthitikul E.', 'Paphatmethin S.', 'Sutcharit C.', 'Ngor P.B.', 'Inkhavilay K.', 'Prasankok P.']",4,6
"['Charoenlerkthawin W.', 'Bidorn K.', 'Burnett W.C.', 'Sasaki J.', 'Panneerselvam B.', 'Bidorn B.']",2,6
"['Mens-Appamana W.', 'Yencham J.', 'Putivisutisak S.', 'Bumphenkiattikul P.', 'Vongachariya A.', 'Khaodee W.', 'Ngaosuwan K.', 'Wongsawaeng D.', 'Assabumrungrat S.']",2,9
"['Chailangkarn T.', 'Teeravechyan S.', 'Attasombat K.', 'Thaweerattanasinp T.', 'Sunchatawirul K.', 'Suwanwattana P.', 'Pongpirul K.', 'Jongkaewwattana A.']",2,8
"['Pimpakan T.', 'Mungkalasut P.', 'Tansakul P.', 'Chanda M.', 'Jugnam-Ang W.', 'Charucharana S.', 'Cheepsunthorn P.', 'Fucharoen S.', 'Punnahitananda S.', 'Cheepsunthorn C.L.']",2,10
"['Muller M.', 'Macklin M.', 'Chentanez N.', 'Jeschke S.']",2,4
"['Atjayutpokin T.', 'Eaimsumang S.', 'Smith S.M.', 'Boonyuen S.', 'Luengnaruemitchai A.']",0,5
"['Lertthaweedech W.', 'Kantavat P.', 'Kijsirikul B.']",1,3
"['Tran P.N.T.', 'Kusirisin P.', 'Kaewdoungtien P.', 'Phannajit J.', 'Srisawat N.']",4,5
"['Laoruengthana A.', 'Rattanaprichavej P.', 'Kositanurit I.', 'Saenghirunvattana C.', 'Samapath P.', 'Pongpirul K.']",0,6
