,title,authors,affiliations,citedby,mainterms,subject_areas,publisher,Year
934,"Scales for Antipsychotic-Associated Movement Disorders: Systematic Review, Critique, and Recommendations","['Martino D.', 'Karnik V.', 'Bhidayasiri R.', 'Hall D.A.', 'Hauser R.A.', 'Macerollo A.', 'Pringsheim T.M.', 'Truong D.', 'Factor S.A.', 'Skorvanek M.', 'Schrag A.', 'Skorvanek M.', 'Tosin M.H.S.', 'Shukla A.W.', 'Espay A.', 'Wu R.-M.', 'Kovacs N.', 'Meissner W.', 'Kleiner G.', 'Markaki I.', 'Schrag A.', 'Weintraub D.']","['Cumming School of Medicine', 'Alberta Children’s Hospital Research Institute', 'Hotchkiss Brain Institute', 'The Walton Centre NHS Foundation Trust', 'Louis Pasteur University Hospital', ""Parkinson's and Movement Disorder Institute"", 'Pavol Jozef Šafárik University in Košice', 'King Chulalongkorn Memorial Hospital', 'University of Liverpool', 'UCL Queen Square Institute of Neurology', 'Rush University Medical Center', 'University of South Florida, Tampa', 'Emory University School of Medicine', 'Academy of Science', 'Mathison Centre for Mental Health Research and Education']",2.0,"['Antipsychotic Agents', 'Basal Ganglia Diseases', 'Drug-Related Side Effects and Adverse Reactions', 'Dyskinesia, Drug-Induced', 'Humans', 'Parkinson Disease']","['Neurology', 'Neurology (clinical)']",John Wiley and Sons Inc,2023
935,Coexistence of Graves' disease with acute rheumatic fever treated as thyroid storm in young Thai patient,"['Onsoi W.', 'Srilanchakon K.', 'Aroonparkmongkol S.', 'Supornsilchai V.']","['Faculty of Medicine, Chulalongkorn University']",0.0,"['Child', 'Chorea', 'Female', 'Graves Disease', 'Heart Failure', 'Humans', 'Propranolol', 'Rheumatic Fever', 'Southeast Asian People', 'Thyroid Crisis']","['Pediatrics, Perinatology and Child Health', 'Endocrinology, Diabetes and Metabolism', 'Endocrinology']",De Gruyter Open Ltd,2023
936,"Investigation on deactivation of Cu-Cr catalyst for direct ethanol dehydrogenation to ethyl acetate, acetaldehyde, and hydrogen","['Preedavijitkul S.', 'Autthanit C.', 'Jadsadajerm S.', 'Srijaroen C.', 'Praserthdam P.', 'Jongsomjit B.']","['Chulalongkorn University', 'Rajamangala University of Technology Phra Nakhon', ""King Mongkut's University of Technology North Bangkok""]",0.0,"['Active site', 'Bio-ethanols', 'Catalysts deactivation', 'Copper chromium', 'Cu-cr catalysts', 'Dehydrogenation reactions', 'Ethanol dehydrogenation', 'Ethyl-acetate', 'Oxidation state']","['Chemistry (all)', 'Chemical Engineering (all)']",Taiwan Institute of Chemical Engineers,2023
937,Micronutrient use in critical care: Survey of clinical practice,"['Cameron L.K.', 'Lumlertgul N.', 'Bear D.E.', 'Cooney E.', 'McKenzie C.', 'Ostermann M.']","[""Guy's and St Thomas' NHS Foundation Trust"", 'University of Southampton, Faculty of Medicine', 'King Chulalongkorn Memorial Hospital', ""King's College London"", 'Faculty of Medicine, Chulalongkorn University', 'University Hospital Southampton NHS Foundation Trust']",1.0,"['Critical Care', 'Humans', 'Micronutrients', 'Refeeding Syndrome', 'Trace Elements', 'Vitamin A', 'Vitamin K', 'Vitamins']","['Endocrinology, Diabetes and Metabolism', 'Nutrition and Dietetics']",Elsevier Ltd,2023
938,Multi-stakeholder perspectives on sustainability transitions in the cosmetic industry,"['Suphasomboon T.', 'Vassanadumrongdee S.']",['Chulalongkorn University'],0.0,"['Cosmetic industry', 'Cosmetic sector', 'Economic inequality', 'Green policy', 'Life cycle thinking', 'Multi-stakeholder perspectives', 'Sustainability issues', 'Sustainability transition', 'Sustainable production', 'Thailand']","['Environmental Engineering', 'Environmental Chemistry', 'Renewable Energy, Sustainability and the Environment', 'Industrial and Manufacturing Engineering']",Elsevier B.V.,2023
939,"New perspectives, rational designs, and engineering of Tin (Sn)-based materials for electrochemical CO2 reduction","['Shaikh N.S.', 'Shaikh J.S.', 'Marquez V.', 'Pathan S.C.', 'Mali S.S.', 'Patil J.V.', 'Hong C.K.', 'Kanjanaboos P.', 'Fontaine O.', 'Tiwari A.', 'Praserthdam S.', 'Praserthdam P.']","['Chulalongkorn University', 'Chonnam National University', 'Vidyasirimedhi Institute of Science and Technology', 'Institut Universitaire de France', 'Mahidol University', 'IAAM']",1.0,"['CO 2 emission', 'CO 2 reduction', 'Electrocatalytic performance', 'Electrochemicals', 'Environmental friendliness', 'Higher efficiency', 'Low-costs', 'Nano-porous', 'Rational design', 'Sn based material']","['Chemistry (all)', 'Renewable Energy, Sustainability and the Environment', 'Materials Science (all)']",Elsevier Ltd,2023
940,The relationship between postmortem interval in advanced decomposed bodies and the settling ratio of the liver in postmortem CT scan,"['Surat P.', 'Meesilpavikkai K.', 'Vongpaisarnsin K.', 'Nathongchai R.']","['Faculty of Medicine, Chulalongkorn University', 'Ministry of Justice']",0.0,[],"['Pathology and Forensic Medicine', 'Radiology, Nuclear Medicine and Imaging']",Elsevier Ltd,2023
941,Atomic-level insights into selective adsorption of H2 and CO on SnO2/CoO heterojunctions,"['He Y.', 'Tao L.', 'Li J.', 'Wu M.', 'Poldorn P.', 'Dastan D.', 'Abbasi S.', 'Nie S.', 'Yin X.', 'Wang Q.']","['University of Science and Technology Liaoning', 'Esfarayen University of Technology', 'Cornell University College of Engineering', 'Ludong University', 'Chulalongkorn University', 'Université McGill']",3.0,"['Atomic levels', 'First principles', 'Gas selectivity', 'Gas-sensors', 'Interface effect', 'P-n heterojunctions', 'Resistive gas sensors', 'Selective adsorption', 'Selectivity', 'Sensor selectivity']","['Electronic, Optical and Magnetic Materials', 'Biomaterials', 'Condensed Matter Physics', 'Materials Chemistry']",Elsevier Ltd,2023
942,Long-term arsenate removal by an iron-amended biosand filter: Modes of operation according to groundwater composition,"['Ganesan S.', 'Dangrit S.', 'Janjaroen D.']","['Chulalongkorn University', 'Vellore Institute of Technology']",0.0,"['Arsenate removal', 'Arsenic toxicity', 'Biosand filter', 'Groundwater composition', 'Inorganic pollutants', 'Mode of operations', 'Organics', 'Pressung', 'Public awareness campaign', 'Rural population']","['Chemical Engineering (miscellaneous)', 'Waste Management and Disposal', 'Pollution', 'Process Chemistry and Technology']",Elsevier Ltd,2023
943,Knowledge gaps in fibrotic interstitial lung disease in pan-Asian populations: data not missing at random?,"['Chua F.', 'Low S.', 'Chai G.T.', 'Inoue Y.', 'Ong V.', 'Wongkarnjana A.', 'Kawkitinarong K.', 'Song J.W.', 'Hamid Z.A.', 'Aziz A.A.', 'Campomanes M.', 'Maher T.M.', 'Molyneaux P.L.', 'Syakirin S.']","['National Hospital Organization Kinki-Chuo Chest Medical Center', 'Asan Medical Center', 'The Royal Free Hospital', 'Kuala Lumpur Hospital', 'King Chulalongkorn Memorial Hospital', 'Singapore General Hospital', 'Keck School of Medicine of USC', 'Hospital Sultanah Aminah', 'National Heart and Lung Institute', 'Royal Brompton Hospital', 'Tan Tock Seng Hospital', 'National Cancer Institute', ""St. Luke's Medical Centre""]",0.0,"['Humans', 'Idiopathic Pulmonary Fibrosis', 'Lung', 'Lung Diseases, Interstitial']",['Pulmonary and Respiratory Medicine'],Elsevier Ltd,2023
944,PmKuSPI is regulated by pmo-miR-bantam and contributes to hemocyte homeostasis and viral propagation in shrimp,"['Wongdontri C.', 'Jaree P.', 'Somboonwiwat K.']","['Chulalongkorn University', 'Institute of Molecular Biosciences, Mahidol University']",0.0,"['Animals', 'Genes, Viral', 'Hemocytes', 'Homeostasis', 'MicroRNAs', 'Penaeidae', 'RNA Interference', 'White spot syndrome virus 1']","['Immunology', 'Environmental Chemistry', 'Aquatic Science', 'Immunology and Microbiology (miscellaneous)']",Academic Press,2023
945,World Workshop on Oral Medicine VIII: Development of a core outcome set for dry mouth: a consensus study,"['Niklander S.E.', 'Simms M.L.', 'Wiriyakijja P.', 'Santos-Silva A.R.', 'Kuten-Shorrer M.', 'Sankar V.', 'Kerr A.R.', 'Jensen S.B.', 'Riordain R.N.', 'Villa A.', 'Delli K.']","['Chulalongkorn University', 'University Dental Hospital', 'Tufts University School of Dental Medicine', 'Baptist Health South Florida', 'Aarhus Universitet', 'Universidade Estadual de Campinas', 'University of California, San Francisco', 'College of Medicine and Health', 'New York University', 'Universitair Medisch Centrum Groningen', 'Universidad Andrés Bello', 'Eastman Institute for Oral Health']",1.0,"['Delphi Technique', 'Humans', 'Outcome Assessment, Health Care', 'Patient Satisfaction', 'Quality of Life', 'Research Design', 'Salivary Glands', 'Treatment Outcome', 'Xerostomia']","['Surgery', 'Oral Surgery', 'Pathology and Forensic Medicine', 'Dentistry (miscellaneous)', 'Radiology, Nuclear Medicine and Imaging']",Elsevier Inc.,2023
946,World Workshop on Oral Medicine VIII: Development of a core outcome set for dry mouth: a systematic review of outcome domains for xerostomia,"['Wiriyakijja P.', 'Niklander S.E.', 'Santos-Silva A.R.', 'Shorrer M.K.', 'Simms M.L.', 'Villa A.', 'Sankar V.', 'Kerr A.R.', 'Riordain R.N.', 'Jensen S.B.', 'Delli K.']","['Chulalongkorn University', 'University Dental Hospital', 'Herbert Wertheim College of Medicine', 'NYU College of Dentistry', 'Tufts University School of Dental Medicine', 'Baptist Health South Florida', 'Aarhus Universitet', 'Universidade Estadual de Campinas', 'Universitair Medisch Centrum Groningen', 'Universidad Andrés Bello', 'Cork University Dental School &amp; Hospital', 'Eastman Institute for Oral Health']",2.0,"['Humans', 'Xerostomia']","['Surgery', 'Oral Surgery', 'Pathology and Forensic Medicine', 'Dentistry (miscellaneous)', 'Radiology, Nuclear Medicine and Imaging']",Elsevier Inc.,2023
947,"Beach ridge evolution in response to the Holocene sea-level change from Surat Thani, Thai-Malay Peninsula","['Polwichai S.', 'Phantuwongraj S.', 'Choowong M.']",['Chulalongkorn University'],0.0,[],['Multidisciplinary'],Science Society of Thailand under Royal Patronage,2023
948,Recovery of green solvent contaminated with petroleum hydrocarbons by selective adsorption onto granular activated carbon,"['Jumroonrat R.', 'Poyai T.', 'Kang S.', 'Kim H.', 'Rakruam P.', 'Chawaloesphonsiya N.', 'Painmanakul P.']","['Chulalongkorn University', 'Korea Advanced Institute of Science and Technology', 'Chiang Mai University']",0.0,"['Diesel range organics', 'Drill cuttings', 'Environmental burdens', 'Ethyl lactate', 'Facile method', 'Granular activated carbons', 'Greener solvents', 'Oil extraction', 'Selective adsorption', 'Solvent recovery']","['Chemical Engineering (miscellaneous)', 'Waste Management and Disposal', 'Pollution', 'Process Chemistry and Technology']",Elsevier Ltd,2023
949,"S chwanniomyces etchellsii, acid-thermotolerant yeasts from urban city soil","['Lertsriwong S.', 'Boonvitthya N.', 'Glinwong C.']","['Chulalongkorn University', 'PTT']",0.0,"['18S rDNA', 'Acid tolerance', 'Acid-tolerant', 'Acid-tolerant yeast', 'Acidic substrates', 'Botanical gardens', 'Schizosaccharomyces pombe', 'Schwanniomyce etchellsii', 'Thermotolerant yeasts', 'Urban cities', 'Acetic Acid', 'DNA, Ribosomal', 'Ethanol', 'Fermentation', 'Lactic Acid', 'Schizosaccharomyces', 'Soil', 'Yeasts']","['Biotechnology', 'Physiology', 'Applied Microbiology and Biotechnology']",Springer Science and Business Media B.V.,2023
950,Silicalite-1 zeolites for toluene sorption: Effects of the particle size and intracrystalline mesopores,"['Chen D.', 'Jiang Z.', 'Jia Y.', 'Wang X.', 'Deng W.', 'Chaianansutcharit S.', 'Zhou A.', 'Guo L.']","['Huazhong University of Science and Technology', 'Wuhan Second Ship Design &amp; Research Institute', 'Chulalongkorn University', 'Jianghan University']",1.0,"['Adsorption capacities', 'Breakthrough time', 'Diffusion limitations', 'Diffusion rate', 'Intracrystalline mesopore', 'Mesopore', 'Particles sizes', 'Silicalite-1', 'Sorption effects', 'Sorption properties']","['Chemistry (all)', 'Materials Science (all)', 'Condensed Matter Physics', 'Mechanics of Materials']",Elsevier B.V.,2023
951,Sulphonated cellulose-based carbon as a green heterogeneous catalyst for biodiesel production: Process optimization and kinetic studies,"['Saikia K.', 'Ngaosuwan K.', 'Assabumrungrat S.', 'Singh B.', 'Okoye P.U.', 'Rashid U.', 'Rokhum S.L.']","['Chulalongkorn University', 'Rajamangala University of Technology Krungthep', 'Central University of Jharkhand', 'National Institute of Technology Silchar', 'Universiti Putra Malaysia', 'Instituto de Energías Renovables de la UNAM']",6.0,"['Biodiesel production', 'Catalyst loadings', 'Catalyst temperature', 'Kinetic study', 'Microwave- irradiations', 'Molar ratio', 'Recyclability', 'Response-surface methodology', 'Sulphonation', ']+ catalyst']","['Forestry', 'Renewable Energy, Sustainability and the Environment', 'Agronomy and Crop Science', 'Waste Management and Disposal']",Elsevier Ltd,2023
952,Linked-Color Imaging Detects More Colorectal Adenoma and Serrated Lesions: An International Randomized Controlled Trial,"['Suzuki S.', 'Aniwan S.', 'Chiu H.-M.', 'Laohavichitra K.', 'Chirapongsathorn S.', 'Yamamura T.', 'Kuo C.-Y.', 'Yoshida N.', 'Ang T.L.', 'Takezawa T.', 'Rerknimitr R.', 'Ishikawa H.', 'Gotoda T.']","['Kyoto Prefectural University of Medicine', 'Fu Jen Catholic University Hospital', 'Nagoya University Graduate School of Medicine', 'Jichi Medical University', 'National Taiwan University Hospital', 'International University of Health and Welfare', 'Changi General Hospital', 'Phramongkutklao College of Medicine', 'Nihon University School of Medicine', 'Rajavithi Hospital', 'Faculty of Medicine, Chulalongkorn University']",4.0,"['Adenoma', 'Colonic Polyps', 'Colonoscopy', 'Colorectal Neoplasms', 'Diagnostic Imaging', 'Humans', 'Polyps']","['Hepatology', 'Gastroenterology']",W.B. Saunders,2023
953,Development of SARS-CoV-2 neutralizing antibody detection assay by using recombinant plant-produced proteins,"['Jirarojwattana P.', 'Shanmugaraj B.', 'Rattanapisit K.', 'Phoolcharoen W.']","['Chulalongkorn University', 'Ltd.']",1.0,[],"['Biotechnology', 'Applied Microbiology and Biotechnology']",Elsevier B.V.,2023
954,World Workshop on Oral Medicine VIII: Development of a core outcome set for dry mouth: the patient perspective,"['Santos-Silva A.R.', 'Villa A.', 'Kerr A.R.', 'Delli K.', 'Simms M.L.', 'Shorrer M.K.', 'Wiriyakija P.', 'Jensen S.B.', 'Niklander S.E.', 'Sankar V.', 'Ni Riordain R.']","['NYU College of Dentistry', 'Tufts University School of Dental Medicine', 'Baptist Health South Florida', 'Universidade Estadual de Campinas', 'Chulalongkorn University', 'Cardiff University', 'Tufts University', 'Fakultetet Health', 'Universitair Medisch Centrum Groningen', 'Universidad Andrés Bello', 'Cork University Dental School &amp; Hospital', 'Eastman Institute for Oral Health']",3.0,"['Humans', 'Outcome Assessment, Health Care', 'Patients', 'Qualitative Research', ""Sjogren's Syndrome"", 'Xerostomia']","['Surgery', 'Oral Surgery', 'Pathology and Forensic Medicine', 'Dentistry (miscellaneous)', 'Radiology, Nuclear Medicine and Imaging']",Elsevier Inc.,2023
955,Bacterial protease alleviate chronic liver fibrosis induced by thioacetamide through suppression of hepatic stellate cells consequently decrease its proliferative index,"['Salem G.E.M.', 'Azzam S.M.', 'Nasser M.A.F.', 'El Malah T.', 'Abd El-Latief H.M.', 'Khan R.H.', 'Chavanich S.', 'Anwar H.M.']","['Chulalongkorn University', 'College of Science', 'Aligarh Muslim University', 'National Organization for Drug Control and Research Egypt', 'National Research Centre']",1.0,"['Animals', 'Anti-Inflammatory Agents', 'Endopeptidases', 'Fibrosis', 'Hepatic Stellate Cells', 'Liver', 'Liver Cirrhosis', 'Male', 'Oxidative Stress', 'Peptide Hydrolases', 'Rats', 'Thioacetamide', 'Vascular Endothelial Growth Factor A']","['Structural Biology', 'Biochemistry', 'Molecular Biology']",Elsevier B.V.,2023
956,The lichen-derived Streptomyces isolated from Pyxine cocoes produces the antibiotic with potent antimicrobial and antitumor activities,"['Somphong A.', 'Poengsungnoen V.', 'Buaruang K.', 'Sripreechasak P.', 'Khantasup K.', 'Intaraudom C.', 'Pittayakhajonwut P.', 'Tanasupawat S.', 'Phongsopitanun W.']","['Chulalongkorn University', 'Ramkhamhaeng University', 'Thailand National Center for Genetic Engineering and Biotechnology', 'Burapha University']",1.0,[],['Multidisciplinary'],Science Society of Thailand under Royal Patronage,2023
957,Improvement of growth and phosphorus utilization efficiency in Thai rice (Oryza sativa L. ssp indica cv. Chaew Khing) by inoculation of arbuscular mycorrhizal fungi under high phosphorus supply,"['Chantarachot T.', 'Klinnawee L.']","['Prince of Songkla University', 'Chulalongkorn University']",0.0,[],['Multidisciplinary'],Science Society of Thailand under Royal Patronage,2023
958,Contour angle and peri-implant tissue height: Two interrelated features of the implant supracrestal complex,"['Puisys A.', 'Janda M.', 'Auzbikaviciute V.', 'Gallucci G.O.', 'Mattheos N.']","['Malmo University Faculty of Odontology', 'Chulalongkorn University', 'Karolinska Institutet', 'Harvard University', 'Private Practice']",0.0,"['Dental Implants', 'Humans', 'Peri-Implantitis', 'Prosthesis Implantation']",['Dentistry (all)'],John Wiley and Sons Inc,2023
959,Cyanidin inhibits adipogenesis in 3T3-L1 preadipocytes by activating the PLC-IP3 pathway,"['Kongthitilerd P.', 'Barras E.', 'Rong W.', 'Thibodeaux A.', 'Rigdon M.', 'Yao S.', 'Adisakwattana S.', 'Suantawee T.', 'Cheng H.']","['Chulalongkorn University', 'School of Veterinary Medicine', 'Burapha University', 'Oklahoma State University']",0.0,"['3T3-L1 Cells', 'Adipogenesis', 'Animals', 'Anthocyanins', 'Cell Differentiation', 'Down-Regulation', 'Mice', 'Obesity', 'PPAR gamma', 'Type C Phospholipases']",['Pharmacology'],Elsevier Masson s.r.l.,2023
960,COVID-19 infection in patients on long-term home parenteral nutrition for chronic intestinal failure,"['Pironi L.', 'Jezerski D.', 'Sobocki J.', 'Lal S.', 'Vanuytsel T.', 'Theilla M.', 'Sasdelli A.S.', 'Chambrier C.', 'Matysiak K.', 'Aimasso U.', 'Rasmussen H.H.', 'Jukes A.', 'Kunecki M.', 'Seguy D.', 'Schneider S.M.', 'Daniels J.', 'Poullenot F.', 'Mundi M.S.', 'Matras P.', 'Folwarski M.', 'Crivelli A.', 'Wyer N.', 'Ellegard L.', 'Santarpia L.', 'Arvanitakis M.', 'Spaggiari C.', 'Lamprecht G.', 'Guglielmi F.W.', 'Lezo A.', 'Layec S.', 'Boluda E.R.', 'Guz-Mark A.', 'Gandullia P.', 'Cuerda C.', 'Osland E.', 'Spagnuolo M.I.', 'Krznaric Z.', 'Masconale L.', 'Chapman B.', 'Maiz-Jimenez M.', 'Orlandoni P.', 'Martins da Rocha M.H.', 'Virgili-Casas M.N.', 'Doitchinova-Simeonova M.', 'Czako L.', 'Van Gossum A.', ""D'Antiga L."", 'Ee L.C.', 'Warodomwichit D.', 'Taus M.', 'Kolacek S.', 'Thibault R.', 'Verlato G.', 'Serralde-Zuniga A.E.', 'Botella-Carretero J.I.', 'Aguayo P.S.', 'Olveira G.', 'Chomtho S.', 'Pisprasert V.', 'Moisejevs G.', 'Murillo A.Z.', 'Jauregui M.E.P.', 'Diez M.B.', 'Jahit M.S.', 'Densupsoontorn N.', 'Tamer A.', 'Brillanti G.', 'Joly F.']","['Azienda Ospedaliera - Universitaria Città della Salute e della Scienza di Torino', 'Hospital de Navarra', 'Università degli Studi di Napoli Federico II', 'Tel Aviv University', 'HUB Erasme', 'Siriraj Hospital', 'Papa Giovanni XXIII Hospital', 'Children’s Health Queensland', ""Université Côte d'Azur"", 'Rīgas Austrumu klīniskā universitātes slimnīca', ""Childern's Hospital Zagreb"", 'M. Pirogow Provincial Specialist Hospital, Lodz', 'Azienda Ospedaliera Universitaria Ospedali Riuniti, Ancona', 'Centrum Medyczne Kształcenia Podyplomowego, Warszawa', 'Istituto Nazionale Riposo e Cura Anziani', 'Medical University of Lublin', 'Poznan University of Medical Sciences', 'Hospital Universitario Virgen del Rocío', 'KBC Zagreb', 'Sahlgrenska Universitetssjukhuset', 'KU Leuven– University Hospital Leuven', 'Centre Hospitalier Universitaire de Rennes', ""Royal Brisbane and Women's Hospital"", 'Alma Mater Studiorum Università di Bologna', 'Hospital Universitario La Paz', 'Azienda Ospedale Università Padova', 'Universidad Complutense de Madrid', 'Mayo Medical School', 'Nottingham University Hospitals NHS Trust', 'Universität Rostock Uniklinikum und Medizinische Fakultät', 'IRCCS Azienda Ospedaliero-Universitaria di Bologna', 'Fundacion Favaloro', 'King Chulalongkorn Memorial Hospital', 'Hospital Universitario Ramón y Cajal', 'Sakarya Üniversitesi', 'Cleveland Clinic Foundation', 'CHU Lille', 'Khon Kaen University', 'Istituto Giannina Gaslini', 'Faculty of Medicine Ramathibodi Hospital, Mahidol University', 'Aalborg Universitetshospital', 'Schneider Childrens Medical Center Israel', 'Hospital Regional Universitario Carlos Haya', 'Gdanski Uniwersytet Medyczny', 'Hospital Universitari de Bellvitge', 'Hospital Universitari Arnau de Vilanova de Lleida', 'Instituto Nacional de la Nutrición Salvador Zubiran', 'Salford Royal NHS Foundation Trust', 'Universidade de São Paulo', 'University Hospitals Coventry and Warwickshire NHS Trust', 'Hôpital Beaujon', 'Austin Health', 'Hospital Universitario 12 de Octubre', 'Hopital Haut-Lévêque C.H.U de Bordeaux', 'Faculty of Medicine, Chulalongkorn University', 'Centre Hospitalier Lyon-Sud', 'University Hospital of Wales', 'Ospedale Orlandi', 'Bulgarian Association of Patients with Malnutrition', 'Institut Kanser Negara', 'Monsignor Dimiccoli Hospital', 'AUSL Parma', 'First Department of Internal Medicine', 'Clinique Saint-Yves']",0.0,"['COVID-19', 'Humans', 'Intestinal Diseases', 'Intestinal Failure', 'Parenteral Nutrition, Home']","['Endocrinology, Diabetes and Metabolism', 'Nutrition and Dietetics']",Elsevier Ltd,2023
961,An unusual cause of high-output heart failure from the iliac arteriovenous fistula after lumbar discectomy: A case report,"['Kosum P.', 'Chattranukulchai P.', 'Theerasuwipakorn N.', 'Sricholwattana S.', 'Ariyachaipanich A.', 'Tumkosit M.', 'Wanlapakorn C.', 'Srimahachota S.', 'Boonyaratavej S.']","['Faculty of Medicine, Chulalongkorn University', 'Naresuan University', 'Faculty of Medicine, Srinakharinwirot University']",0.0,[],"['Radiology, Nuclear Medicine and Imaging']",Elsevier Inc.,2023
962,Intractable ascites in a female receiving hemodialysis,"['Tungsanga S.', 'Puapatanakul P.', 'Banjongjit A.', 'Vanichanan J.', 'Tungsanga K.', 'Kanjanabuch T.']","['Faculty of Medicine, Chulalongkorn University', 'King Chulalongkorn Memorial Hospital', 'Vichaiyut Hospital']",0.0,[],"['Microbiology', 'Infectious Diseases']",Elsevier B.V.,2023
963,Peritonitis due to Aspergillus tamarii in peritoneal dialysis patients,"['Parinyasiri U.', 'Uppamai S.', 'Chamroensakchai T.', 'Sirinual S.', 'sukmee K.', 'Banjongjit A.', 'Kanjanabuch T.']","['Faculty of Medicine, Chulalongkorn University', 'Sukhothai Hospital', 'Songkhla Hospital', 'King Chulalongkorn Memorial Hospital', 'Vichaiyut Hospital']",0.0,[],"['Microbiology', 'Infectious Diseases']",Elsevier B.V.,2023
964,Enzymatic hydrolysate of water hyacinth with NaOH pretreatment for biobutanol production via ABE fermentation by Clostridium beijerinckii JCM 8026,"['Chinwatpaiboon P.', 'Savarajara A.', 'Luengnaruemitchai A.']",['Chulalongkorn University'],0.0,"['ABE fermentation', 'Box-Behnken design', 'Clostridium beijerinckii', 'Eichhornia crassipes', 'Environmental problems', 'Enzymatic hydrolysates', 'NaOH pretreatment', 'Pre-treatments', 'Response surfaces methods', 'Water Hyacinth']","['Forestry', 'Renewable Energy, Sustainability and the Environment', 'Agronomy and Crop Science', 'Waste Management and Disposal']",Elsevier Ltd,2023
965,CAMSAP3 negatively regulates lung cancer cell invasion and angiogenesis through nucleolin/HIF-1α mRNA complex stabilization,"['Seephan S.', 'Sasaki S.-I.', 'Wattanathamsan O.', 'Singharajkomron N.', 'He K.', 'Ucche S.', 'Kungsukool S.', 'Petchjorm S.', 'Chantaravisoot N.', 'Wongkongkathep P.', 'Hayakawa Y.', 'Pongrakhananon V.']","['Chulalongkorn University', 'Faculty of Medicine, Chulalongkorn University', 'Central Chest Institute of Thailand', 'University of Toyama']",0.0,"['Cell Line, Tumor', 'Endothelial Cells', 'Gene Expression Regulation, Neoplastic', 'Humans', 'Hypoxia-Inducible Factor 1, alpha Subunit', 'Lung', 'Lung Neoplasms', 'Neoplasm Invasiveness', 'Proteomics', 'RNA, Messenger', 'Spectrin', 'Vascular Endothelial Growth Factor A']","['Biochemistry, Genetics and Molecular Biology (all)', 'Pharmacology, Toxicology and Pharmaceutics (all)']",Elsevier Inc.,2023
966,Improvement of surface properties of metal doped-CeO2 nanospindle catalysts for direct synthesis of dimethyl carbonate from CO2 and methanol,"['Seeharaj P.', 'Saenman T.', 'Phiwhom T.', 'Muangsuwan C.', 'Srinives S.', 'Kim-Lohsoontorn P.']","['Chulalongkorn University', ""King Mongkut's Institute of Technology Ladkrabang"", 'Mahidol University']",0.0,"['Defects formation', 'Dimethyl carbonate', 'Direct synthesis', 'Fe 3+', 'Greenhouses gas', 'Hydrothermal methods', 'Metal doped-CeO2 nanospindle', 'Metal-doped', 'Template-free', ']+ catalyst']","['Chemical Engineering (miscellaneous)', 'Waste Management and Disposal', 'Pollution', 'Process Chemistry and Technology']",Elsevier Ltd,2023
967,Physicochemical properties of green synthesised ZnO nanoparticles and utilisation for treatment of breast cancer,"['Saha R.', 'Subramani K.', 'Dey S.', 'Sikdar S.', 'Incharoensakdi A.']","['Indian Institute of Technology Hyderabad', 'K.S.Rangasamy College of Technology', 'Chulalongkorn University', 'Universität Bremen', 'Academy of Science']",2.0,"['Apoptotic pathways', 'Cancer cells', 'DNA damages', 'Green synthesis', 'MCF-7', 'Physicochemical property', 'Reactive oxygen species', 'Structural defect', 'Synthesised', 'ZnO nanoparticles']","['Bioengineering', 'Biochemistry', 'Applied Microbiology and Biotechnology']",Elsevier Ltd,2023
968,Therapeutic efficacy of plant-produced Nivolumab in transgenic C57BL/6-hPD-1 mouse implanted with MC38 colon cancer,"['Bulaon C.J.I.', 'Sun H.', 'Malla A.', 'Phoolcharoen W.']","['Chulalongkorn University', 'Ltd.', 'Ltd.']",0.0,[],"['Biotechnology', 'Applied Microbiology and Biotechnology']",Elsevier B.V.,2023
969,"Correction to: Discrimination of Curcuma species from Asia using intron length polymorphism markers in genes encoding diketide-CoA synthase and curcumin synthase (Journal of Natural Medicines, (2022), 76, 1, (69-86), 10.1007/s11418-021-01558-2)","['Liu Q.', 'Zhu S.', 'Hayashi S.', 'Iida O.', 'Takano A.', 'Miyake K.', 'Sukrong S.', 'Agil M.', 'Balachandran I.', 'Nakamura N.', 'Kawahara N.', 'Komatsu K.']","['National Institutes of Biomedical Innovation, Health and Nutrition', 'Universitas Airlangga', 'Tokyo University of Pharmacy and Life Sciences', 'Chulalongkorn University', 'University of Toyama', ""Doshisha Women's College of Liberal Arts"", 'Showa Pharmaceutical University', 'Centre for Medicinal Plants Research']",0.0,[],"['Pharmaceutical Science', 'Drug Discovery', 'Complementary and Alternative Medicine', 'Organic Chemistry']",Springer,2023
970,"Structure-based virtual screening for potent inhibitors of GH-20 β-N-acetylglucosaminidase: Classical and machine learning scoring functions, and molecular dynamics simulations","['Phengsakun G.', 'Boonyarit B.', 'Rungrotmongkol T.', 'Suginta W.']","['Vidyasirimedhi Institute of Science and Technology', 'Chulalongkorn University']",0.0,"['Dynamics simulation', 'GH-20 β-N acetylglucosaminidase', 'Inhibitor', 'Machine-learning', 'Molecular dynamic simulation', 'N-acetylglucosaminidase', 'Structure-based', 'Structure-based virtual screening', 'Vibrio spp', 'Virtual Screening', 'Acetylglucosaminidase', 'Animals', 'Humans', 'Hydrophobic and Hydrophilic Interactions', 'Ligands', 'Molecular Docking Simulation', 'Molecular Dynamics Simulation', 'Vibrio Infections']","['Structural Biology', 'Biochemistry', 'Organic Chemistry', 'Computational Mathematics']",Elsevier Ltd,2023
