authors,citedby,author_count
"['Kida M.', 'Watanabe I.', 'Kinjo K.', 'Kondo M.', 'Yoshitake S.', 'Tomotsune M.', 'Iimura Y.', 'Umnouysin S.', 'Suchewaboripont V.', 'Poungparn S.', 'Ohtsuka T.', 'Fujitake N.']",8,12
"['Duarte-Silva E.', 'de Melo M.G.', 'Maes M.', 'Filho A.J.M.C.', 'Macedo D.', 'Peixoto C.A.']",17,6
"['Debnath M.', 'Berk M.', 'Maes M.']",19,3
"['Jitrojanaruk A.', 'Suebsiri P.', 'Janjamsai M.', 'Buranasing B.', 'Vadhanasindhu P.']",0,5
"['Sukhumavasi W.', 'Kaewamatawong T.', 'Somboonpoonpol N.', 'Jiratanh M.', 'Wattanamethanont J.', 'Kaewthamasorn M.', 'Leelayoova S.', 'Tiwananthagorn S.']",1,8
"['Patikorn C.', 'Roubal K.', 'Veettil S.K.', 'Chandran V.', 'Pham T.', 'Lee Y.Y.', 'Giovannucci E.L.', 'Varady K.A.', 'Chaiyakunapruk N.']",68,9
"['Liu G.', 'He S.', 'Wong M.L.', 'Zou Y.', 'He H.', 'Chongyi E.', 'Chawchai S.', 'Zheng H.', 'Li X.']",6,9
"['Choi C.', 'Khuenpetch A.', 'Zhang W.', 'Yasuda S.', 'Lin Y.', 'Machida H.', 'Takano H.', 'Izumiya K.', 'Kawajiri Y.', 'Norinaga K.']",10,10
"['Supanan R.', 'Han W.M.', 'Harnpariphan W.', 'Ueaphongsukkit T.', 'Ubolyam S.', 'Sophonphan J.', 'Tangkijvanich P.', 'Thanprasertsuk S.', 'Avihingsanon A.']",2,9
['Ektarawong A.'],2,1
"['Ritraksa S.', 'Mekchay K.']",0,2
"['Chuysinuan P.', 'Nooeaid P.', 'Thanyacharoen T.', 'Techasakul S.', 'Pavasant P.', 'Kanjanamekanant K.']",16,6
"['Suksiri P.', 'Ismail A.', 'Sirirattanachatchawan C.', 'Wangpaiboon K.', 'Muangsin N.', 'Tananuwong K.', 'Krusong K.']",6,7
"['Boonma T.', 'Nutho B.', 'Sungthong B.', 'Sripadung P.', 'Rungrotmongkol T.', 'Nunthaboot N.']",0,6
"['Fujisaki H.', 'Watcharawittayakul T.', 'Matsumoto A.', 'Miyahara Y.', 'Goda T.']",2,5
"['Maneewan P.', 'Sajomsang W.', 'Singto S.', 'Lohwacharin J.', 'Suwannasilp B.B.']",11,5
"['Khamkongkaeo A.', 'Boonchuduang T.', 'Klysubun W.', 'Amonpattaratkit P.', 'Chunate H.-T.', 'Tuchinda N.', 'Pimsawat A.', 'Daengsakul S.', 'Suksangrat P.', 'Sailuam W.', 'Vongpramate D.', 'Bootchanont A.', 'Lohwongwatana B.']",8,13
"['Darnthamrongkul W.', 'Mozingo L.A.']",26,2
"['Alahmad W.', 'Sahragard A.', 'Varanusupakul P.']",16,3
"['Cao J.', 'Zhang D.', 'Yue Y.', 'Wang X.', 'Srikhaow A.', 'Sriprachuabwong C.', 'Tuantranont A.', 'Zhang X.', 'Wu Z.-S.', 'Qin J.']",29,10
"['Ponpukdee N.', 'Wangman P.', 'Rodkhum C.', 'Pengsuk C.', 'Chaivisuthangkura P.', 'Sithigorngul P.', 'Longyant S.']",8,7
"['Atmowidjojo A.', 'Rianawati E.', 'Chin B.L.F.', 'Yusup S.', 'Quitain A.T.', 'Assabumrungrat S.', 'Yiin C.L.', 'Kiatkittipong W.', 'Srifa A.', 'Eiad-Ua A.']",1,10
"['Kaewunruen S.', 'Ngamkhanong C.', 'Ren L.']",0,3
"['Khaksar G.', 'Cheevarungnapakul K.', 'Boonjing P.', 'Sirikantaramas S.']",0,4
"['Shaikh N.S.', 'Kanjanaboos P.', 'Lokhande V.C.', 'Praserthdam S.', 'Lokhande C.D.', 'Shaikh J.S.']",5,6
"['Charoensuppanimit P.', 'Chaiapha B.', 'Assabumrungrat S.', 'Jongsomjit B.']",3,4
"['Mopoung K.', 'Suwanyangyaun P.', 'Sawaengsai K.', 'Supadee L.', 'Nuntawong N.', 'Tungasmita S.', 'Sanorpim S.']",1,7
"['Krutphong K.', 'Tang J.', 'Leelawat N.']",0,3
"['Tansatit T.', 'Uruwan S.', 'Rungsawang C.']",3,3
"['Suwanwong Y.', 'Boonpangrak S.']",4,2
"['Orprayoon N.', 'Wainipitapong P.', 'Champaiboon J.', 'Wattanachanya L.', 'Jaisamrarn U.', 'Chaikittisilpa S.']",1,6
"['Chutima P.', 'Katecha T.']",0,2
"['Assawasaksakul T.', 'Sathitratanacheewin S.', 'Vichaiwattana P.', 'Wanlapakorn N.', 'Poovorawan Y.', 'Kittanamongkolchai W.']",10,6
"['Lertdechapat K.', 'Pimthong P.']",0,2
"['Thano P.', 'Kanjanawasee S.', 'Pasiphol S.']",0,3
"['Trakulpipat C.', 'Wiwattanapantuwong J.', 'Dhammapeera P.', 'Tuicomepee A.']",1,4
"['Sitthisopasakul T.', 'Kanjanawasee S.', 'Bhongmakapat T.']",1,3
"['Tangdhanakanond K.', 'Archwamety T.']",0,2
"['Inthuyos N.', 'Chaiwutikornwanich A.', 'Pornphrasertmani S.']",0,3
"['Luangjarmekorn P.', 'Pongernnak N.', 'Kitidumrongsook P.']",0,3
"['Sonsungsan P.', 'Chantanakool P.', 'Suratanee A.', 'Buaboocha T.', 'Comai L.', 'Chadchawan S.', 'Plaimas K.']",2,7
"['Lee Y.-S.', 'Oh Y.S.', 'Choi E.-K.', 'Chern A.K.C.', 'Jiampo P.', 'Chutinet A.', 'Hanafy D.A.', 'Trivedi P.', 'Zhai D.']",0,9
['Puengpipattrakul W.'],0,1
"['Anugulruengkitt S.', 'Teeraananchai S.', 'Chantasrisawad N.', 'Promsena P.', 'Jantarabenjakul W.', 'Puthanakit T.']",5,6
"['Bumpenku R.', 'Imboonta N.']",1,2
"['Srisowanna N.', 'Darawiroj K.', 'Techangamsuwan S.', 'Choisunirachon N.']",0,4
"['Nuntapaitoon M.', 'Katedangsakulwut S.', 'Tantilertcharoen R.', 'Bunpapong N.', 'Iampraphat N.', 'Therarachatamongkol S.', 'Gatine J.']",0,7
"['Asawakarn S.', 'Dhitavat S.', 'Taweethavonsawat P.']",2,3
"['Chansiripornchai P.', 'Chansiripornchai N.']",0,2
"['Van N.T.B.', 'Van Cuong N.', 'Nhung N.T.', 'Yen N.T.P.', 'Vy L.', 'Kiet B.T.', 'Van Hoang N.', 'Hien V.B.', 'Thu H.T.V.', 'Chansiripornchai N.', 'Thwaites G.E.', 'Choisy M.', 'Carrique-Mas J.']",0,13
"['Kohler G.', 'Than N.L.', 'Thammachoti P.']",2,3
"['Visoot Y.', 'Ngamprasertwong T.', 'Kitana N.']",0,3
"['Yap W.', 'Switzer A.D.', 'Gouramanis C.', 'Marzinelli E.', 'Wijaya W.', 'Yan Y.T.', 'Dominey-Howes D.', 'Labbate M.', 'Srinivasalu S.', 'Jankaew K.', 'Lauro F.M.']",8,11
"['Weeraphan T.', 'Savarajara A.']",1,2
"['Barthel A.', 'Wongsurawat W.']",0,2
['Charoenvisal N.'],1,1
"['Buranakarl C.', 'Thammacharoen S.', 'Nuntapaitoon M.', 'Semsirmboon S.', 'Katoh K.']",2,5
"['Vichitgomen J.', 'Srisawasdi S.']",2,2
"['Chainitikun S.', 'Mingmalairak S.', 'Parinyanitikul N.']",2,3
"['Sae-Long W.', 'Limkatanyu S.', 'Sukontasukkul P.', 'Damrongwiriyanupap N.', 'Rungamornrat J.', 'Prachasaree W.']",12,6
"['Aungsuroch Y.', 'Gunawan J.', 'Polsook R.', 'Anuruang S.', 'Phongphibool S.', 'Nazliansyah N.']",1,6
"['Kongwattananon W.', 'Kumar A.', 'Oyeniran E.', 'Sen H.N.', 'Kodati S.']",7,5
"['Wisesrith W.', 'Sukcharoen P.', 'Sripinkaew K.']",4,3
"['Rabiltossaporn C.', 'Wongchanapai P.', 'Poovoravan N.', 'Sitthideatphaiboon P.', 'Sriuranpong V.', 'Tanasanvimon S.']",0,6
"['Harirugsakul K.', 'Wainipitapong S.', 'Phannajit J.', 'Paitoonpong L.', 'Tantiwongse K.']",8,5
"['Tohdee K.', 'Semmad S.', 'Jotisankasa A.', 'Praserthdam P.', 'Jongsomjit B.']",5,5
"['Sereewatthanawut I.', 'Pansuk W.', 'Pheinsusom P.', 'Prasittisopin L.']",10,4
"['Rojvachiranonda N.', 'Suwannapradit P.', 'Suksancharoen W.', 'Lerdlum S.']",0,4
"['Vinayanuwattikun C.', 'Jittapiromsak N.', 'Thaipisuttikul I.']",0,3
"['Leeyaphan J.', 'Leeyaphan C.', 'Suttha P.', 'Taychakhoonavudh S.', 'Kulthanachairojana N.']",1,5
"['Singkun A.', 'Kallawicha K.', 'Yamarat K.']",2,3
"['Kampitak W.', 'Tanavalee A.', 'Tansatit T.', 'Ngarmukos S.', 'Songborassamee N.', 'Vichainarong C.']",3,6
"['Akkarakittichoke N.', 'Waongenngarm P.', 'Janwantanakul P.']",4,3
"['Buppajarntham A.', 'Atikankul T.', 'Putaporntip C.', 'Jongwutiwes S.', 'Suankratay C.']",3,5
"['Anderton C.H.', 'Brauer J.']",6,2
"['Fernandes I.F.', 'Barbosa L.P.', 'Dos Santos Damasceno C.', 'Rosset P.M.']",2,4
"['Virameteekul S.', 'Phokaewvarangkul O.', 'Bhidayasiri R.']",3,3
"['Giraldo O.F.', 'Rosset P.M.']",4,2
"['Val V.', 'Rosset P.', 'Lomeli C.Z.', 'Giraldo O.F.', 'Rocheleau D.']",2,5
"['Mier y Teran Gimenez Cacho M.', 'Giraldo O.F.', 'Aldaroso M.', 'Morales H.', 'Ferguson B.G.', 'Rosset P.', 'Khadse A.', 'Campos C.']",0,8
"['Sunantaraporn S.', 'Thepparatid A.', 'Phumee A.', 'Sor-Suwan S.', 'Boonserm R.', 'Bellis G.', 'Siriyasatien P.']",15,7
"['Meisaprow P.', 'Aksorn N.', 'Vinayanuwattikun C.', 'Chanvorachote P.', 'Sukprasansap M.']",4,5
"['Khadse A.', 'Rosset P.']",1,2
"['Rosset P.M.', 'Val V.', 'Barbosa L.P.', 'Mccune N.']",1,4
"['Lopez V.G.', 'Giraldo O.F.', 'Morales H.', 'Rosset P.', 'Duarte J.M.']",0,5
"['Saengchampa C.', 'Uiyyasathian C.']",0,2
"['Phongsopitanun W.', 'Sripreechasak P.', 'Sangvichien E.', 'Tanasupawat S.']",2,4
"['Assawincharoenkij T.', 'Sutthirat C.', 'Chenrai P.', 'Imsamut S.', 'Charusiri P.']",0,5
"['Kitisripanya T.', 'Buraphaka H.', 'Boonsnongcheep P.', 'Sritularak B.', 'Likhitwitayawuid K.', 'Putalun W.']",1,6
"['Baedyananda F.', 'Chaiwongkot A.', 'Varadarajan S.', 'Bhattarakosol P.']",2,4
"['Paijitprapaporn C.', 'Thongtan T.', 'Satirapod C.']",2,3
"['Bencharattanaphakhi R.', 'Rerknimitr P.']",17,2
"['Chiddaycha M.', 'Wainipitapong S.']",3,2
"['Uaprasert N.', 'Trithiphen S.', 'Sukperm A.', 'Akkawat B.', 'Watanaboonyongcharoen P.', 'Vichitratchaneekorn R.', 'Tongbai T.', 'Jantarabenjakul W.', 'Paitoonpong L.', 'Rojnuckarin P.']",2,10
"['Songkhla S.N.', 'Nakamoto T.']",20,2
"['Dechsupa C.', 'Vatanawood W.', 'Poolsawasdi W.', 'Thongtak A.']",1,4
"['Ahmad H.', 'Elnemr A.', 'Ali N.', 'Hussain Q.', 'Chaiyasarn K.', 'Joyklad P.']",6,6
"['Singkham-In U.', 'Muhummudaree N.', 'Chatsuwan T.']",4,3
"['Sapwarobol S.', 'Saphyakhajorn W.', 'Astina J.']",23,3
"['Decharatanachart P.', 'Chaiteerakij R.', 'Tiyarattanachai T.', 'Treeprasertsuk S.']",11,4
"['Thavorn J.', 'Muangsin V.', 'Gowanit C.', 'Muangsin N.']",3,4
"['Sirimontree S.', 'Thongchom C.', 'Keawsawasvong S.', 'Nuaklong P.', 'Jongvivatsakul P.', 'Dokduea W.', 'Bui L.V.H.', 'Farsangi E.N.']",7,8
"['Panpetch W.', 'Visitchanakun P.', 'Saisorn W.', 'Sawatpanich A.', 'Chatthanathon P.', 'Somboonna N.', 'Tumwasorn S.', 'Leelahavanichkul A.']",25,8
"['Ummarat N.', 'Seraypheap K.']",2,2
"['Yoshida M.', 'Theeraroungchaisri A.', 'Thammetar T.', 'Khlaisang J.']",1,4
"['Nuaklong P.', 'Worawatnalunart P.', 'Jongvivatsakul P.', 'Tangaramvong S.', 'Pothisiri T.', 'Likitlersuang S.']",16,6
"['Phetthong T.', 'Tim-Aroon T.', 'Khongkraparn A.', 'Noojarern S.', 'Kuptanon C.', 'Wichajarn K.', 'Sathienkijkanchai A.', 'Suphapeetiporn K.', 'Charoenkwan P.', 'Tantiworawit A.', 'Noentong N.', 'Wattanasirichaigoon D.']",4,12
"['Sawutdeechaikul P.', 'Kanokrungsee S.', 'Sahaspot T.', 'Thadvibun K.', 'Banlunara W.', 'Limcharoen B.', 'Sansureerungsikul T.', 'Rutwaree T.', 'Oungeun M.', 'Wanichwecharungruang S.']",5,10
"['Panboonyuen T.', 'Jitkajornwanich K.', 'Lawawirojwong S.', 'Srestasathiern P.', 'Vateekul P.']",15,5
['Jacquet A.'],6,1
"['Wijitkosum S.', 'Sriburi T.']",3,2
"['Panpetch W.', 'Phuengmaung P.', 'Cheibchalard T.', 'Somboonna N.', 'Leelahavanichkul A.', 'Tumwasorn S.']",10,6
"['Phoka T.', 'Fule L.', 'da Fonseca J.P.', 'Cokelaer T.', 'Picardeau M.', 'Patarakul K.']",4,6
"['Puriwat W.', 'Tripopsakul S.']",2,2
"['Sodsai P.', 'Jenjaroenpun P.', 'Hirankarn N.', 'Wongsurawat T.', 'Rotcheewaphan S.']",0,5
"['Joyklad P.', 'Ali N.', 'Rashid M.U.', 'Hussain Q.', 'Magbool H.M.', 'Elnemr A.', 'Chaiyasarn K.']",2,7
"['Mansury Y.', 'Anantsuksomsri S.', 'Tontisirin N.']",0,3
"['Kawang K.', 'Naoudom U.', 'Kowitdamrong E.', 'Kerr S.J.', 'Ruxrungtham K.', 'Nilaratanakul V.']",1,6
"['Berlilana', 'Noparumpa T.', 'Ruangkanjanases A.', 'Hariguna T.', 'Sarmini']",3,5
"['Magteppong W.', 'Yamarat K.']",0,2
"['Tan K.-S.', 'Lin R.-T.', 'Yoon B.-W.', 'Suwanwela N.', 'Mehndiratta M.M.', 'Venketasubramanian N.']",1,6
"['Pooktuantong O.', 'Ogasawara T.', 'Uezono M.', 'Chantarawaratit P.-O.', 'Moriyama K.']",1,5
"['Thipmaungprom Y.', 'Prawanta E.', 'Leelasiriwong W.', 'Thammachoti P.', 'Roongthumskul Y.']",0,5
"['Yarnvudhi A.', 'Leksungnoen N.', 'Tor-Ngern P.', 'Premashthira A.', 'Thinkampheang S.', 'Hermhuk S.']",10,6
"['Phapant P.', 'Dutta A.', 'Chavalparit O.']",2,3
"['Ngarmukos S.', 'Tanavalee C.', 'Amarase C.', 'Phakham S.', 'Mingsiritham W.', 'Reantragoon R.', 'Leearamwat N.', 'Kongkaew T.', 'Tharakhet K.', 'Honsawek S.', 'Dechsupa S.', 'Tanavalee A.']",8,12
"['Aldabergenov Y.', 'Antoniadis I.', 'Chatrabhuti A.', 'Isono H.']",3,4
"['Lee H.', 'Kim J.', 'Lee K.-Y.', 'Gan T.J.', 'Lekprasert V.', 'Laosuwan P.', 'Chew S.T.H.', 'Seet E.', 'Lim V.', 'Ti L.K.']",0,10
"['Khongwichit S.', 'Chansaenroj J.', 'Chirathaworn C.', 'Poovorawan Y.']",21,4
"['Sugaram R.', 'Boondej P.', 'Srisutham S.', 'Kunasol C.', 'Pagornrat W.', 'Boonyuen U.', 'Dondorp A.M.', 'Saejeng A.', 'Sudathip P.', 'Imwong M.']",1,10
"['Kida T.', 'Kimura T.', 'Eno A.', 'Janchai K.', 'Yamaguchi M.', 'Otsuki Y.', 'Kimura T.', 'Mizukawa T.', 'Murakami T.', 'Hato K.', 'Okawa T.']",11,11
"['Tansatit T.', 'Uruwan S.', 'Wilkes M.', 'Rungsawang C.']",1,4
"['Vallinayagam S.', 'Rajendran K.', 'Lakkaboyana S.K.', 'Soontarapa K.', 'R. R. R.', 'Sharma V.K.', 'Kumar V.', 'Venkateswarlu K.', 'Koduru J.R.']",27,9
"['Kanlayaprasit S.', 'Thongkorn S.', 'Panjabud P.', 'Jindatip D.', 'Hu V.W.', 'Kikkawa T.', 'Osumi N.', 'Sarachana T.']",12,8
"['Kaewsrisung S.', 'Sukpat S.', 'Issarasena N.', 'Patumraj S.', 'Somboonwong J.']",3,5
"['Kalayasiri R.', 'Wainipitapong S.']",2,2
"['Kobayashi S.', 'Panha S.', 'Seesamut T.', 'Nantarat N.', 'Likhitrakarn N.', 'Denda T.', 'Izawa M.']",1,7
"['Putri H.E.', 'Sritularak B.', 'Chanvorachote P.']",3,3
"['Jeong H.', 'Tanatporn P.', 'Ahn H.J.', 'Yang M.', 'Kim J.A.', 'Yeo H.', 'Kim W.']",15,7
"['Hernandez-Suarez G.', 'Saha D.', 'Lodrono K.', 'Boonmahittisut P.', 'Taniwijaya S.', 'Saha A.', 'Badur S.', 'Poovorawan Y.']",2,8
"['Petchsri S.', 'Boonkerd T.']",0,2
"['Surayothee W.', 'Buajan S.', 'Fu P.', 'Pumijumnong N.', 'Fan Z.', 'Panthi S.', 'Finnegan P.M.', 'Zhang Y.', 'Chen Y.', 'Tor-Ngern P.', 'Chanthorn W.', 'Nathalang A.', 'Brockelman W.Y.']",3,13
"['Thanaboriboon C.', 'Vanichvithya P.', 'Jinaworn P.']",4,3
"['Laomeephol C.', 'Vasuratna A.', 'Ratanavaraporn J.', 'Kanokpanont S.', 'Luckanagul J.A.', 'Humenik M.', 'Scheibel T.', 'Damrongsakkul S.']",7,8
"['Sakdasri W.', 'Ngamprasertsith S.', 'Saengsuk P.', 'Sawangkeaw R.']",7,4
"['Thammawithan S.', 'Srichaiyapol O.', 'Siritongsuk P.', 'Daduang S.', 'Klaynongsruang S.', 'Prapasarakul N.', 'Patramanon R.']",4,7
"['Win Y.Y.', 'Charoenkanburkang P.', 'Limprasutr V.', 'Rodsiri R.', 'Pan Y.', 'Buranasudja V.', 'Luckanagul J.A.']",4,7
"['Madapong A.', 'Saeng-chuto K.', 'Tantituvanont A.', 'Nilubol D.']",9,4
"['Darayen J.', 'Chailapakul O.', 'Praserthdam P.', 'Panpranot J.', 'Tungasmita D.N.', 'Boonyongmaneerat Y.']",2,6
"['Kaewruethai T.', 'Laomeephol C.', 'Pan Y.', 'Luckanagul J.A.']",15,4
"['Taechameekietichai T.', 'Chansangpetch S.', 'Peerawaranun P.', 'Lin S.C.']",6,4
"['Jarunglumlert T.', 'Bampenrat A.', 'Sukkathanyawat H.', 'Prommuak C.']",10,4
"['Ngamphaiboon N.', 'Ithimakin S.', 'Siripoon T.', 'Sintawichai N.', 'Sriuranpong V.']",7,5
"['Wongsasuluk P.', 'Tun A.Z.', 'Chotpantarat S.', 'Siriwong W.']",13,4
"['Phetburom N.', 'Boueroy P.', 'Chopjitt P.', 'Hatrongjit R.', 'Akeda Y.', 'Hamada S.', 'Nuanualsuwan S.', 'Kerdsin A.']",14,8
"['Ounkaew A.', 'Janaum N.', 'Kasemsiri P.', 'Okhawilai M.', 'Hiziroglu S.', 'Chindaprasirt P.']",15,6
"['Sirikalyanpaiboon M.', 'Ousirimaneechai K.', 'Phannajit J.', 'Pitisuttithum P.', 'Jantarabenjakul W.', 'Chaiteerakij R.', 'Paitoonpong L.']",31,7
"['Sanannam B.', 'Looprasertkul S.', 'Kanlayaprasit S.', 'Kitkumthorn N.', 'Sarachana T.', 'Jindatip D.']",1,6
"['Sangphech N.', 'Palaga T.']",1,2
"['Mandal A.K.', 'Schramm M.', 'Rakshit S.', 'Stalin C.S.', 'Vijarnwannaluk B.', 'Rujopakarn W.', 'Poshyachinda S.', 'Kouprianov V.V.', 'Haislip J.B.', 'Reichart D.E.', 'Sagar R.', 'Mathew B.']",1,12
"['Puwanant S.', 'Trongtorsak A.', 'Wanlapakorn C.', 'Songsirisuk N.', 'Ariyachaipanich A.', 'Boonyaratavej S.']",5,6
['Teixeira V.A.G.'],1,1
"['Thongsuk P.', 'Plongla R.', 'Thammahong A.', 'Tiewsurin J.', 'Worasilchai N.', 'Chindamporn A.', 'Suankratay C.']",4,7
"['Ocreto J.B.', 'Chen W.-H.', 'Ubando A.T.', 'Park Y.-K.', 'Sharma A.K.', 'Ashokkumar V.', 'Ok Y.S.', 'Kwon E.E.', 'Rollon A.P.', 'De Luna M.D.G.']",27,10
"['Uaprasert N.', 'Panrong K.', 'Rojnuckarin P.', 'Chiasakul T.']",13,4
['Kidyoo A.'],0,1
"['Ei Z.Z.', 'Choochuay K.', 'Tubsuwan A.', 'Pinkaew D.', 'Suksomtip M.', 'Vinayanuwattikun C.', 'Chanvorachote P.', 'Chunhacha P.']",4,8
"['Sitthiyot T.', 'Holasut K.']",8,2
"['Aekplakorn W.', 'Chariyalertsak S.', 'Kessomboon P.', 'Assanangkornchai S.', 'Taneepanichskul S.', 'Neelapaichit N.', 'Chittamma A.', 'Kitiyakara C.']",0,8
"['Sookpeng S.', 'Martin C.J.', 'Krisanachinda A.']",3,3
"['Treewattanawong W.', 'Sitthiyotha T.', 'Chunsrivirot S.']",2,3
"['Mase L.Z.', 'Likitlersuang S.']",5,2
"['Ostermann M.', 'Wu V.', 'Sokolov D.', 'Lumlertgul N.']",8,4
"['Lacharoje S.', 'Techangamsuwan S.', 'Chaichanawongsaroj N.']",6,3
"['Vorasittha A.', 'Sutherasan M.', 'Taesombat W.', 'Sirichindakul P.', 'Nivatvong S.', 'Nonthasoot B.']",0,6
"['Duong T.-H.', 'Nguyen H.T.', 'Nguyen C.H.', 'Tran N.-M.-A.', 'Danova A.', 'Tran T.-M.-D.', 'Vu-Huynh K.L.', 'Musa V.', 'Jutakanoke R.', 'Nguyen N.-H.', 'Sichaem J.']",3,11
"['Panpian P.', 'Pham L.K.H.', 'Kongparakul S.', 'Ding M.', 'Wang P.', 'Guan G.', 'Chanlek N.', 'Poo-arporn Y.', 'Reubroycharoen P.', 'Samart C.']",4,10
"['Likhitweerawong N.', 'Boonchooduang N.', 'Kittisakmontri K.', 'Chonchaiya W.', 'Louthrenoo O.']",5,5
"['Punnoi B.', 'Arpajirakul S.', 'Pungrasmi W.', 'Chompoorat T.', 'Likitlersuang S.']",16,5
"['Chompoorat T.', 'Likitlersuang S.', 'Thepumong T.', 'Tanapalungkorn W.', 'Jamsawang P.', 'Jongpradist P.']",16,6
"['Sookpongthai P.', 'Utayopas K.', 'Sitthiyotha T.', 'Pengsakul T.', 'Kaewthamasorn M.', 'Wangkanont K.', 'Harnyuttanakorn P.', 'Chunsrivirot S.', 'Pattaradilokrat S.']",3,9
"['Phumee A.', 'Wacharapluesadee S.', 'Petcharat S.', 'Siriyasatien P.']",2,4
"['Junthong S.', 'Yodpetch V.', 'Inkong K.', 'Kulprathipanja S.', 'Rangsunvigit P.']",6,5
"['Pumkaew M.', 'Taweephitakthai T.', 'Satanwat P.', 'Yocawibun P.', 'Chumtong P.', 'Pungrasmi W.', 'Powtongsook S.']",5,7
"['Boonmee A.', 'Benjaskulluecha S.', 'Kueanjinda P.', 'Wongprom B.', 'Pattarakankul T.', 'Palaga T.']",4,6
"['Fauzi R.', 'Kyi Y.P.', 'Mon M.M.', 'Munira L.', 'Herman B.', 'Hounnaklang N.', 'Viwattanakulvanid P.']",2,7
"['Aekplakorn W.', 'Chariyalertsak S.', 'Kessomboon P.', 'Assanangkornchai S.', 'Taneepanichskul S.', 'Neelapaichit N.', 'Chittamma A.', 'Kitiyakara C.']",6,8
"['Cheun-Arom T.', 'Chuanasa T.']",0,2
"['Sathiyaraj S.', 'Suriyakala G.', 'Dhanesh Gandhi A.', 'Babujanarthanam R.', 'Almaary K.S.', 'Chen T.-W.', 'Kaviyarasu K.']",62,7
"['Rassame S.', 'Hibiki T.']",0,2
"['Chirathaworn C.', 'Janwitthayanan W.', 'Suputtamongkol Y.', 'Poovorawan Y.']",1,4
"['Makmuang S.', 'Nootchanat S.', 'Ekgasit S.', 'Wongravee K.']",5,4
"['Wattanathamsan O.', 'Chetprayoon P.', 'Chantaravisoot N.', 'Wongkongkathep P.', 'Chanvorachote P.', 'Pongrakhananon V.']",5,6
"['Koch J.', 'Lang A.', 'Whongsiri P.', 'Schulz W.A.', 'Hoffmann M.J.', 'Greife A.']",4,6
"['Rungkitwattanakul D.', 'Charoensareerat T.', 'Kerdnimith P.', 'Kosumwisaisakul N.', 'Teeranaew P.', 'Boonpeng A.', 'Pattharachayakul S.', 'Srisawat N.', 'Chaijamorn W.']",1,9
"['Coelho C.M.', 'Polak J.', 'Suttiwan P.', 'Zsido A.N.']",5,4
"['Prasitlumkum N.', 'Cheungpasitporn W.', 'Chokesuwattanaskul R.', 'Kewcharoen J.', 'Tokavanich N.', 'Navaravong L.', 'Jongnarangsin K.']",7,7
"['Damrongplasit K.', 'Atalay K.']",0,2
"['Lertwanakarn T.', 'Suntravat M.', 'Sanchez E.E.', 'Wolska B.M.', 'Solaro R.J.', 'de Tombe P.P.', 'Tachampa K.']",0,7
"['Monchanin C.', 'Mehrotra R.', 'Haskin E.', 'Scott C.M.', 'Urgell Plaza P.', 'Allchurch A.', 'Arnold S.', 'Magson K.', 'Hoeksema B.W.']",11,9
