authors,citedby,author_count
"['Jariyasakoolroj P.', 'Tashiro K.', 'Chinsirikul W.', 'Kerddonfag N.', 'Chirachanchai S.']",11,5
"['Andres-Rodriguez L.', 'Borras X.', 'Feliu-Soler A.', 'Perez-Aranda A.', 'Rozadilla-Sacanell A.', 'Arranz B.', 'Montero-Marin J.', 'Garcia-Campayo J.', 'Angarita-Osorio N.', 'Maes M.', 'Luciano J.V.']",19,11
"['Limpachanangkul P.', 'Jedsukontorn T.', 'Zhang G.', 'Liu L.', 'Hunsom M.', 'Chalermsinsuwan B.']",9,6
"['Linlawan S.', 'Patcharatrakul T.', 'Somlaw N.', 'Gonlachanvit S.']",11,4
['Chirachanchai S.'],0,1
"['Bustam I.G.', 'Suriyaamarit D.', 'Boonyong S.']",5,3
"['Broecker F.', 'Zheng A.', 'Suntronwong N.', 'Sun W.', 'Bailey M.J.', 'Krammer F.', 'Palesea P.']",18,7
"['Gylfadottir S.S.', 'Weeracharoenkul D.', 'Andersen S.T.', 'Niruthisard S.', 'Suwanwalaikorn S.', 'Jensen T.S.']",39,6
"['Sangarlangkarn A.', 'Apornpong T.', 'Justice A.C.', 'Avihingsanon A.']",6,4
"['Hunprasit V.', 'Schreiner P.J.', 'Bender J.B.', 'Lulich J.P.']",6,4
"['Tsou C.-H.', 'Yao W.-H.', 'Wu C.-S.', 'Tsou C.-Y.', 'Hung W.-S.', 'Chen J.-C.', 'Guo J.', 'Yuan S.', 'Wen E.', 'Wang R.-Y.', 'Sunn M.-C.', 'Liu S.-C.', 'De Guzman M.R.']",27,13
"['Chami R.', 'Marrano P.', 'Teerapakpinyo C.', 'Arnoldo A.', 'Shago M.', 'Shuangshoti S.', 'Thorner P.S.']",9,7
"['Ngampunwetchakul L.', 'Toonkaew S.', 'Supaphol P.', 'Suwantong O.']",26,4
"['Intayot P.', 'Phumee A.', 'Boonserm R.', 'Sor-Suwan S.', 'Buathong R.', 'Wacharapluesadee S.', 'Brownell N.', 'Poovorawan Y.', 'Siriyasatien P.']",24,9
"['Phokaewvarangkul O.', 'Boonpang K.', 'Bhidayasiri R.']",7,3
"['Boonsongserm P.', 'Angsuwatcharakon P.', 'Puttipanyalears C.', 'Aporntewan C.', 'Kongruttanachok N.', 'Aksornkitti V.', 'Kitkumthorn N.', 'Mutirangura A.']",16,8
"['Satjawongvanit H.', 'Phumee A.', 'Tiawsirisup S.', 'Sungpradit S.', 'Brownell N.', 'Siriyasatien P.', 'Preativatanyou K.']",34,7
"['Ng B.', 'Chanabun R.', 'Panha S.']",1,3
"['Wongwirat T.', 'Wang M.', 'Huang Y.', 'Treufeld I.', 'Li R.', 'Laoratanakul P.', 'Manuspiya H.', 'Zhu L.']",9,8
"['Chamroensakchai T.', 'Leedumrongwattanakul K.', 'Takkavatakarn K.', 'Manuprasert W.', 'Kanjanabuch T.']",4,5
"['Suphatheerawatr T.', 'Chamnannidiadha N.']",5,2
"['Saikaew R.', 'Meesorn W.', 'Zoppe J.O.', 'Weder C.', 'Dubas S.T.']",10,5
"['Vipattanaporn P.', 'Mattheos N.', 'Pisarnturakit P.', 'Pimkhaokham A.', 'Subbalekha K.']",7,5
"['Chindaphan K.', 'Wongravee K.', 'Nhujak T.', 'Dissayabutra T.', 'Srisa-Art M.']",11,5
"['Sonthiphand P.', 'Ruangroengkulrith S.', 'Mhuantong W.', 'Charoensawan V.', 'Chotpantarat S.', 'Boonkaewwan S.']",27,6
"['Taniguchi S.', 'Chosrowjan H.', 'Ito S.', 'Miyasaka H.', 'Katane M.', 'Homma H.', 'Tanaka F.', 'Nueangaudom A.', 'Lugsanangarm K.', 'Kokpol S.']",0,10
"['Panyakaew P.', 'Anan C.', 'Bhidayasiri R.']",8,3
"['Udomchanya J.', 'Suwannutsiri A.', 'Sripantabut K.', 'Pruchayakul P.', 'Juthamanee P.', 'Nuntapaitoon M.', 'Tummaruk P.']",24,7
"['Thu W.P.', 'Sinwat N.', 'Bitrus A.A.', 'Angkittitrakul S.', 'Prathan R.', 'Chuanchuen R.']",24,6
"['Khamkeaw A.', 'Phanthang L.', 'Jongsomjit B.', 'Phisalaphong M.']",14,4
"['Rattanaudom P.', 'Shiau B.-J.', 'Suriyapraphadilok U.', 'Charoensaeng A.']",11,4
"['Bayne D.B.', 'Usawachintachit M.', 'Armas-Phan M.', 'Tzou D.T.', 'Wiener S.', 'Brown T.T.', 'Stoller M.', 'Chi T.L.']",12,8
"['Sanayha M.', 'Vateekul P.']",3,2
"['Surintrspanont J.', 'Sanpawat A.', 'Sasiwimonphan K.', 'Sitthideatphaiboon P.']",10,4
"['Ukritchon B.', 'Keawsawasvong S.']",43,2
"['Tankumpuan T.', 'Anuruang S.', 'Jackson D.', 'Hickman L.D.', 'DiGiacomo M.', 'Davidson P.M.']",3,6
"['Osterle J.E.', 'Klotzli U.', 'Stockli D.F.', 'Palzer-Khomenko M.', 'Kanjanapayont P.']",16,5
"['Songsiri N.', 'Rempel G.L.', 'Prasassarakich P.']",6,3
"['Hoffmann J.', 'Storer R.J.', 'Park J.-W.', 'Goadsby P.J.']",12,4
"['Rukijkanpanich J.', 'Thongchai N.']",14,2
"['Tuong T.L.', 'Aree T.', 'Do L.T.M.', 'Nguyen P.K.P.', 'Wonganan P.', 'Chavasiri W.']",11,6
"['Phothijindakul N.', 'Chusakul S.', 'Aeumjaturapat S.', 'Snidvongs K.', 'Kanjanaumporn J.', 'Ruangritchankul K.', 'Phannaso C.']",9,7
"['Rattanaprichavej P.', 'Laoruengthana A.', 'Chotanaphuti T.', 'Khuangsirikul S.', 'Phreethanutt C.', 'Pongpirul K.']",12,6
"['Ninvilai P.', 'Tunterak W.', 'Oraveerakul K.', 'Amonsin A.', 'Thontiravong A.']",31,5
"['Sunphorka S.', 'Poonsritanakul O.', 'Kuchonthara P.']",0,3
"['Viriyasitavat W.', 'Anuphaptrirong T.', 'Hoonsopon D.']",117,3
"['Ahmad A.R.', 'Kaewpungsup P.', 'Khorattanakulchai N.', 'Rattanapisit K.', 'Pavasant P.', 'Phoolcharoen W.']",7,6
"['Tirawanchai N.', 'Homongkol P.', 'Chansriniyom C.', 'Somkasetrin A.', 'Jantaravinid J.', 'Kengkoom K.', 'Ampawong S.']",5,7
"['Monchayapisut S.', 'Ratchahat S.', 'Sriyudthsak M.', 'Sekiguchi H.', 'Charinpanitkul T.']",9,5
"['Krasaesueb N.', 'Incharoensakdi A.', 'Khetkorn W.']",32,3
"['Pittayanon R.', 'Piyachaturawat P.', 'Rerknimitr R.', 'Prueksapanich P.', 'Chaitongrat S.', 'Lertsuwunseri V.', 'Srimahachota S.', 'Mahachai V.']",4,8
"['Bhummaphan N.', 'Petpiroon N.', 'Prakhongcheep O.', 'Sritularak B.', 'Chanvorachote P.']",31,5
"['Norahim N.', 'Faungnawakij K.', 'Quitain A.T.', 'Klaysom C.']",21,4
"['Takashima M.', 'Manabe R.-I.', 'Nishimura Y.', 'Endoh R.', 'Ohkuma M.', 'Sriswasdi S.', 'Sugita T.', 'Iwasaki W.']",13,8
"['Seresirikachorn K.', 'Chitsuthipakorn W.', 'Kanjanawasee D.', 'Khattiyawittayakun L.', 'Snidvongs K.']",14,5
"['Sakdasri W.', 'Ngamprasertsith S.', 'Sooksai S.', 'Noitang S.', 'Sukaead W.', 'Sawangkeaw R.']",11,6
"['Lyapichev K.A.', 'Sukswai N.', 'Konoplev S.', 'Khoury J.D.']",3,4
"['Kurilung A.', 'Keeratipusana C.', 'Horiike T.', 'Suriyaphol P.', 'Hampson D.J.', 'Prapasarakul N.']",1,6
"['Pongsachareonnont P.', 'Somkijrungroj T.', 'Assavapongpaiboon B.', 'Chitamara T.', 'Chuntarapas M.', 'Suwajanakorn D.']",12,6
"['Kulapichitr F.', 'Borompichaichartkul C.', 'Suppavorasatit I.', 'Cadwallader K.R.']",52,4
"['Hibiki T.', 'Schlegel J.P.', 'Ozaki T.', 'Miwa S.', 'Rassame S.']",0,5
"['Janchot K.', 'Rauytanapanit M.', 'Honda M.', 'Hibino T.', 'Sirisattha S.', 'Praneenararat T.', 'Kageyama H.', 'Waditee-Sirisattha R.']",23,8
"['Lakkaboyana S.K.', 'Khantong S.', 'Asmel N.K.', 'Yuzir A.', 'Wan Yaacob W.Z.']",28,5
"['Panchaprateep R.', 'Pisitkun T.', 'Kalpongnukul N.']",13,3
"['Rerknimitr P.', 'Suphankong Y.', 'Panchaprateep R.', 'Kerr S.J.', 'Asawanonda P.']",1,5
"['Pitak-Arnnop P.', 'Subbalekha K.', 'Sirintawat N.', 'Auychai P.', 'Klaisiri A.', 'Neff A.']",4,6
"['Sriphrapradang C.', 'Pinyopodjanard S.', 'Suntornlohanakul O.', 'Nimitphong H.', 'Chirakalwasan N.', 'Saetang S.', 'Anothaisintawee T.', 'Siwasaranond N.', 'Manodpitipong A.', 'Chailurkit L.-O.', 'Reutrakul S.']",2,11
"['Phaodee P.', 'Attaphong C.', 'Sabatini D.A.']",11,3
"['Shuangshoti S.', 'Teerapakpinyo C.']",1,2
['Kobayashi A.'],0,1
"['El-Sheikhy R.', 'Kobayashi A.']",0,2
"['Worawimut C.', 'Vivanpatarakij S.', 'Watanapa A.', 'Wiyaratn W.', 'Assabumrungrat S.']",21,5
"['Yurata T.', 'Lei H.', 'Tang L.', 'Lu M.', 'Patel J.', 'Lim S.', 'Piumsomboon P.', 'Chalermsinsuwan B.', 'Li C.']",14,9
"['Chanphana R.', 'Chatraphorn P.']",0,2
"['Saisavoey T.', 'Sangtanoo P.', 'Reamtong O.', 'Karnchanatat A.']",20,4
['Liefooghe A.'],0,1
"['Pugsee P.', 'Pattawong P.']",2,2
"['Udonsom R.', 'Prasertbun R.', 'Mahittikorn A.', 'Chiabchalard R.', 'Sutthikornchai C.', 'Palasuwan A.', 'Popruk S.']",24,7
"['Zon', 'Thainoi S.', 'Kiravittaya S.', 'Tandaechanurat A.', 'Kanjanachuchai S.', 'Ratanathammaphan S.', 'Panyakeow S.', 'Ota Y.', 'Iwamoto S.', 'Arakawa Y.']",3,10
"['Charoenpitaks K.', 'Limpiyakorn Y.']",0,2
"['Suwankeeree P.', 'Jungkraisri S.', 'Sookpotarom P.', 'Vejchapipat P.']",0,4
"['Janewongwirot P.', 'Jantarabenjakul W.', 'Anugulruengkitt S.', 'Anunsittichai O.', 'Saengseesom W.', 'Buranapraditkun S.', 'Sophonphan J.', 'Wacharachaisurapol N.', 'Jitrungruengnij N.', 'Pancharoen C.', 'Puthanakit T.']",3,11
"['Wongkitrungrueng A.', 'Nuttavuthisit K.', 'Szabo-Douat T.', 'Sen S.']",7,4
"['Schramm M.', 'Rujopakarn W.', 'Silverman J.D.', 'Nagao T.', 'Schulze A.', 'Akiyama M.', 'Ikeda H.', 'Ohta K.', 'Kotilainen J.']",3,9
"['Sakunphokesup K.', 'Kongkrengkri P.', 'Pongwisuthiruchte A.', 'Aumnate C.', 'Potiyaraj P.']",8,5
"['Threepiriyamongkol G.', 'Pattananuwat P.']",3,2
"['Thinnakornsutibutr N.', 'Suracharoenchaikul T.', 'Potiyaraj P.', 'Pattananuwat P.']",2,4
"['Kaewpijit P.', 'Qin J.', 'Pattananuwat P.']",7,3
"['Panichsombat K.', 'Panbangpong W.', 'Poompiew N.', 'Potiyaraj P.']",6,4
"['Patcharawit T.', 'Ngeekoh A.', 'Chuankrerkkul N.']",1,3
"['Haromae H.', 'Pattananuwat P.']",7,2
"['Vu D.T.', 'Lenwari A.']",1,2
"['Panpanich S.', 'Ponglertsakul S.', 'Maeda K.-I.']",3,3
"['Chhuon C.', 'Rungamornrat J.', 'Tangaramvong S.']",1,3
"['Areebumrungsuk P.', 'Sukhsuwan P.', 'Pattananuwat P.']",0,3
"['Nuanwat W.', 'Pattananuwat P.']",3,2
"['Phoothong F.', 'Boonmahitthisud A.', 'Tanpichai S.']",6,3
"['Atikij T.', 'Syaputri Y.', 'Iwahashi H.', 'Praneenararat T.', 'Sirisattha S.', 'Kageyama H.', 'Waditee-Sirisattha R.']",27,7
"['Suppasri A.', 'Pakoksung K.', 'Charvet I.', 'Ting Chua C.', 'Takahashi N.', 'Ornthammarath T.', 'Latcharote P.', 'Leelawat N.', 'Imamura F.']",15,9
"['Saw M.J.', 'Ghosh B.', 'Nguyen M.T.', 'Jirasattayaporn K.', 'Kheawhom S.', 'Shirahata N.', 'Yonezawa T.']",17,7
"['Witvorapong N.', 'Ratisukpimol W.', 'Watanapongvanich S.']",2,3
"['Mhadmhan S.', 'Franco A.', 'Pineda A.', 'Reubroycharoen P.', 'Luque R.']",47,5
"['Piewbang C.', 'Techangamsuwan S.']",15,2
"['Rakpenthai A.', 'Khaksar G.', 'Burow M.', 'Olsen C.E.', 'Sirikantaramas S.']",10,5
"['Palakawong-Na-Ayudhya S.', 'Rukumnuaykit P.']",1,2
"['Bhongsatiern P.', 'Manovilas P.', 'Songvejkasem M.', 'Songsiripradubboon S.', 'Tharapiwattananon T.', 'Techalertpaisarn P.', 'Hamba H.', 'Tagami J.', 'Birkhed D.', 'Trairatvorakul C.']",5,10
"['Leeyaphan C.', 'Bunyaratavej S.', 'Taychakhoonavudh S.', 'Kulthanachairojana N.', 'Pattanaprichakul P.', 'Chanyachailert P.', 'Ongsri P.', 'Arunkajohnsak S.', 'Limphoka P.', 'Kulthanan K.']",6,10
"['Supong K.', 'Sripreechasak P.', 'Phongsopitanun W.', 'Tanasupawat S.', 'Danwisetkanjana K.', 'Bunbamrung N.', 'Pittayakhajonwut P.']",8,7
"['Le N.T.', 'Benjapolakul W.']",9,2
"['Botwin A.', 'Phewplung T.', 'Wu K.', 'Lim R.', 'Traum A.Z.', 'Gee M.S.']",3,6
"['Mantipally M.', 'Gangireddy M.R.', 'Gundla R.', 'Badavath V.N.', 'Mandha S.R.', 'Maddipati V.C.']",25,6
"['Eaimsumang S.', 'Petchakan S.', 'Luengnaruemitchai A.']",7,3
"['Hotarat W.', 'Phunpee S.', 'Rungnim C.', 'Wolschann P.', 'Kungwan N.', 'Ruktanonchai U.', 'Rungrotmongkol T.', 'Hannongbua S.']",11,8
"['Maes M.', 'Sirivichayakul S.', 'Kanchanatawan B.', 'Vodjani A.']",54,4
"['Chulroek T.', 'Wangcharoenrung D.', 'Cattapan K.', 'Kordbacheh H.', 'Mitchell A.J.', 'Harisinghani M.G.', 'De E.J.B.']",7,7
"['Tanpaisankit M.', 'Hongsaprabhas C.', 'Chareonlap C.', 'Honsawek S.']",0,4
"['Morris G.', 'Berk M.', 'Maes M.', 'Carvalho A.F.', 'Puri B.K.']",48,5
"['Thananukul N.', 'Phongphut A.', 'Prichanont S.', 'Thanachayanont C.', 'Fearn S.', 'Chayasombat B.']",10,6
"['Panpanich S.', 'Ponglertsakul S.', 'Tannukij L.']",13,3
"['Tran D.B.', 'Thi My Tran H.']",6,2
"['Pluengphon P.', 'Bovornratanaraks T.', 'Tsuppayakorn-aek P.', 'Pinsook U.', 'Inceesungvorn B.']",26,5
"['Chalermrueangrong J.', 'Preechawong S.']",2,2
['Plianbangchang S.'],1,1
"['Srisunthon P.', 'Choowong M.']",4,2
['Aldabergenov Y.'],3,1
"['Thamagasorn M.', 'Pharino C.']",46,2
"['Mase L.Z.', 'Likitlersuang S.', 'Tobita T.']",28,3
"['Chutima P.', 'Kirdphoksap T.']",5,2
"['Tanpichai S.', 'Aachri M.', 'Pattananuwat P.', 'Potiyaraj P.']",0,4
"['Thongprasert C.', 'Kanlayanaphotporn R.']",6,2
"['Eaknipitsari K.', 'Chutima P.']",1,2
"['Etherat A.', 'Sanguandeekul R.', 'Nontahnum P.', 'Somsong P.', 'Srzednicki G.']",0,5
"['Kaikaew K.', 'Steenbergen J.', 'Van Dijk T.H.', 'Grefhorst A.', 'Visser J.A.']",22,5
"['Craps B.', 'De Clerck M.', 'Evnin O.', 'Khetrapal S.']",5,4
"['Kovanich D.', 'Saisawang C.', 'Sittipaisankul P.', 'Ramphan S.', 'Kalpongnukul N.', 'Somparn P.', 'Pisitkun T.', 'Smith D.R.']",16,8
"['Sarabut J.', 'Charojrochkul S.', 'Sornchamni T.', 'Laosiripojana N.', 'Assabumrungrat S.', 'Wetwattana-Hartely U.', 'Kim-Lohsoontorn P.']",5,7
"['Nimmas T.', 'Jamrunroj P.', 'Wongsakulphasatch S.', 'Kiatkittipong W.', 'Laosiripojana N.', 'Gong J.', 'Assabumrungrat S.']",28,7
"['Likhittaphon S.', 'Panyadee R.', 'Fakyam W.', 'Charojrochkul S.', 'Sornchamni T.', 'Laosiripojana N.', 'Assabumrungrat S.', 'Kim-Lohsoontorn P.']",17,8
"['Pecharaumporn P.', 'Wongsakulphasatch S.', 'Glinrun T.', 'Maneedaeng A.', 'Hassan Z.', 'Assabumrungrat S.']",37,6
"['Phoolcharoen W.', 'Banyard A.C.', 'Prehaud C.', 'Selden D.', 'Wu G.', 'Birch C.P.D.', 'Szeto T.H.', 'Lafon M.', 'Fooks A.R.', 'Ma J.K.-C.']",8,10
"['Aniwan S.', 'Bruining D.H.', 'Park S.H.', 'Al-Bawardy B.', 'Kane S.V.', 'Prabhu N.C.', 'Kisiel J.B.', 'Raffals L.E.', 'Papadakis K.A.', 'Pardi D.S.', 'Tremaine W.J.', 'Loftus E.V.']",10,12
"['Techagumpuch A.', 'Udomsawaengsup S.']",2,2
"['Chaiwat T.', 'Potipiti T.', 'Witvorapong N.', 'Sujarittanont P.', 'Sampattavanija S.', 'Worathanarat T.']",0,6
"['Narksenee M.', 'Sripanidkulchai K.']",2,2
"['Shibamoto E.', 'Kittirojrattana C.', 'Koopipat C.', 'Hansuebsai A.', 'Takano K.']",1,5
"['Ananthan S.N.', 'Bastos A.F.', 'Santoso S.', 'Chirapongsananurak P.']",4,4
"['Nguyen Q.', 'Lao K.-W.', 'Santoso S.', 'Chirapongsananurak P.']",0,4
"['Chen S.', 'Aramvith S.', 'Miyanaga Y.']",2,3
"['Khongamnuaisak L.', 'Pentrakoon D.', 'Sinthupinyo S.', 'Suanpong K.']",0,4
"['Phichonsatcha T.', 'Gerdsri N.', 'Pentrakoon D.', 'Kanjana-Opas A.']",0,4
"['Garozzo I.', 'Monaco G.L.', 'Mekareeya N.', 'Sacchi M.']",19,4
"['Yarnvitayalert P.', 'Saleewong T.', 'Khamwan K.', 'Bongsebandhu-Phubhakdi S.']",0,4
"['Amariti A.', 'Cassia L.', 'Garozzo I.', 'Mekareeya N.']",4,4
"['Srimarut T.', 'Somrongthong R.', 'Taneepanichskul S.']",0,3
"['Oo N.', 'Hanboonkunupakarn B.', 'Piyaphanee W.', 'Phumratanaprapin W.', 'Luvira V.', 'Wichainprasat P.', 'Chotivanich K.', 'Tantawichien T.']",2,8
"['Kaewkanlaya R.', 'Chokesuwattanaskul R.', 'Sb. Songmuang S.']",0,3
"['Muhammad W.', 'Aramvith S.']",17,2
"['Husen S.A.', 'Ansori A.N.M.', 'Hayaza S.', 'Susilo R.J.K.', 'Zuraidah A.A.', 'Winarni D.', 'Punnapayak H.', 'Darmanto W.']",35,8
"['Aldabergenov Y.', 'Chatrabhuti A.', 'Ketov S.V.']",15,3
"['Siriviriyakul P.', 'Chingchit T.', 'Klaikeaw N.', 'Chayanupatkul M.', 'Werawatganon D.']",18,5
"['Anakura M.', 'Nachankar A.', 'Kobayashi D.', 'Amornwichet N.', 'Hirota Y.', 'Shibata A.', 'Oike T.', 'Nakano T.']",12,8
"['Lekklar C.', 'Suriya-arunroj D.', 'Pongpanich M.', 'Comai L.', 'Kositsup B.', 'Chadchawan S.', 'Buaboocha T.']",15,7
"['Poonsiri J.', 'Dekker R.', 'Dijkstra P.U.', 'Nutchamlong Y.', 'Dismanopnarong C.', 'Puttipaisan C.', 'Suakonburi S.', 'Pimchan P.', 'Hijmans J.M.', 'Geertzen J.H.B.']",2,10
"['Lapumnuaypol K.', 'Dimaria C.', 'Chiasakul T.']",8,3
"['Pongpiachan S.', 'Deelaman W.', 'Choochuay C.', 'Iadtem N.', 'Surapipith V.', 'Hashmi M.Z.', 'Latif M.', 'Sohail M.', 'Musstjab Akber Shah Eqani S.A.', 'Charoenkalunyuta T.', 'Promdee K.']",3,11
"['Manchana T.', 'Phoolcharoen N.', 'Tantbirojn P.']",44,3
"['Muangnoi C.', 'Bhuket P.R.N.', 'Jithavech P.', 'Wichitnithad W.', 'Srikun O.', 'Nerungsi C.', 'Patumraj S.', 'Rojsitthisak P.']",10,8
"['Watmanee S.', 'Suriye K.', 'Praserthdam P.', 'Panpranot J.']",14,4
"['Srisuton P.', 'Phumee A.', 'Sunantaraporn S.', 'Boonserm R.', 'Sor-Suwan S.', 'Brownell N.', 'Pengsakul T.', 'Siriyasatien P.']",24,8
"['Sangpatch T.', 'Supakata N.', 'Kanokkantapong V.', 'Jongsomjit B.']",11,4
"['Abbasi A.', 'Hosseini S.', 'Somwangthanaroj A.', 'Mohamad A.A.', 'Kheawhom S.']",40,5
"['Cheng L.', 'Poulsen S.B.', 'Wu Q.', 'Esteva-Font C.', 'Olesen E.T.B.', 'Peng L.', 'Olde B.', 'Fredrik Leeb-Lundberg L.M.', 'Pisitkun T.', 'Rieg T.', 'Dimke H.', 'Fenton R.A.']",39,12
"['Rojjanason T.', 'Burikham P.', 'Pimsamarn K.']",8,3
"['Karndumri P.', 'Nuchino P.']",5,2
"['Karndumri P.', 'Nuchino P.']",3,2
"['Chuchaona W.', 'Chansaenroj J.', 'Wanlapakorn N.', 'Vongpunsawad S.', 'Poovorawan Y.']",20,5
"['Viriyasitavat W.', 'Da Xu L.', 'Bi Z.', 'Sapsomboon A.']",78,4
"['Bongsebandhu-Phubhakdi C.', 'Tempark T.', 'Supornsilpchai V.']",6,3
"['Popescu L.N.', 'Panyasing Y.', 'Gimenez-Lirola L.', 'Zimmerman J.', 'Rowland R.R.R.']",1,5
"['Osateerakun P.', 'Thara I.', 'Limpaphayom N.']",4,3
"['Tongkobpetch S.', 'Rungsiwiwut R.', 'Pruksananonda K.', 'Suphapeetiporn K.', 'Shotelersuk V.']",2,5
"['Hodge K.', 'Kamkaew M.', 'Pisitkun T.', 'Chimnaronk S.']",4,4
"['Chompoorat T.', 'Maikhun T.', 'Likitlersuang S.']",38,3
"['Torrungruang K.', 'Katudat D.', 'Mahanonda R.', 'Sritara P.', 'Udomsak A.']",18,5
"['Morikawa T.', 'Wongyimyong N.', 'Hashikura K.', 'Suzuki T.', 'Banjerdpongchai D.', 'Yamada K.']",2,6
"['Ratprasatporn N.', 'Wittayalertpanya S.', 'Khemsri W.', 'Chatsuwan T.', 'Chongpison Y.', 'Chamsai T.', 'Wattanakijkarn M.', 'Chansangpetch S.']",1,8
"['Sivaramakrishnan R.', 'Incharoensakdi A.']",10,2
"['Rademaker R.L.', 'Chunharas C.', 'Serences J.T.']",100,3
"['Bun S.', 'Chawaloesphonsiya N.', 'Nakajima F.', 'Tobino T.', 'Painmanakul P.']",9,5
"['Phokaewvarangkul O.', 'Krootjohn S.', 'Yanthitirat P.', 'Anan C.', 'Bhidayasiri R.']",0,5
"['Kulabusaya B.', 'Vadcharavivad S.', 'Avihingsanon Y.', 'van Gelder T.', 'Praditpornsilpa K.']",3,5
"['Vichaphund S.', 'Sricharoenchaikul V.', 'Atong D.']",23,3
"['Akaraborworn O.', 'Chaiwat O.', 'Chatmongkolchart S.', 'Kitsiripant C.', 'Chittawatanarat K.', 'Morakul S.', 'Thawitsri T.', 'Wacharasint P.', 'Poopipatpab S.', 'Chau-In W.', 'Kusumaphanyo C.']",4,11
['Sakthong P.'],1,1
"['Klungrit S.', 'Thanasilp S.', 'Jitpanya C.']",10,3
"['Machado M.O.', 'Stergiopoulos V.', 'Maes M.', 'Kurdyak P.A.', 'Lin P.-Y.', 'Wang L.-J.', 'Shyu Y.-C.', 'Firth J.', 'Koyanagi A.', 'Solmi M.', 'Alavi A.', 'Piguet V.', 'Carvalho A.F.']",85,13
"['Duda W.', 'Curzytek K.', 'Kubera M.', 'Connor T.J.', 'Fagan E.M.', 'Basta-Kaim A.', 'Trojan E.', 'Papp M.', 'Gruca P.', 'Budziszewska B.', 'Leskiewicz M.', 'Maes M.', 'Lason W.']",16,13
"['Giammarino A.', 'Jitaree B.', 'Gildener-Leapman N.', 'Bialowas C.', 'Muste J.', 'Frank K.', 'Gotkin R.H.', 'Smith M.P.', 'Tansatit T.', 'Cotofana S.']",5,10
"['Techatanawat S.', 'Surarit R.', 'Chairatvit K.', 'Roytrakul S.', 'Khovidhunkit W.', 'Thanakun S.', 'Izumi Y.', 'Khovidhunkit S.-O.P.']",3,8
"['Tanavalee C.', 'Limthongkul W.', 'Yingsakmongkol W.', 'Luksanapruksa P.', 'Singhatanadgige W.']",9,5
"['Gnanasekaran L.', 'Hemamalini R.', 'Rajendran S.', 'Qin J.', 'Yola M.L.', 'Atar N.', 'Gracia F.']",49,7
"['Mai Loan N.T.', 'Bertino J.S.', 'Kittisopee T.']",0,3
"['Ob-Eye J.', 'Praserthdam P.', 'Jongsomjit B.']",9,3
"['Chaitanawisuti N.', 'Kritsanapuntu S.']",4,2
"['Chaijamorn W.', 'Puchsaka P.', 'Pattharachayakul S.', 'Charoensareerat T.', 'Srisawat N.', 'Boonpeng A.', 'Pummangura C.']",3,7
"['Det-udom R.', 'Prakitchaiwattana C.', 'Mahawanich T.']",8,3
"['Boonamnaj P.', 'Paudel S.S.', 'Jetsadawisut W.', 'Kitjaruwankul S.', 'Sompornpisut P.', 'Pandey R.B.']",4,6
"['Phungsai P.', 'Kurisu F.', 'Kasuga I.', 'Furumai H.']",61,4
"['Suwattanachai P.', 'Pimkhaokham A.', 'Chirachanchai S.']",15,3
"['Ungjaroenwathana W.', 'Chiramongkolsiri T.', 'Dissayabutra T.', 'Boonla C.', 'Prapunwattana P.', 'Tungsanga K.', 'Tosukhowong P.']",3,7
"['Chuesiang P.', 'Siripatrawan U.', 'Sanguandeekul R.', 'Yang J.S.', 'McClements D.J.', 'McLandsborough L.']",50,6
"['Ukritchon B.', 'Keawsawasvong S.']",55,2
"['Rotcheewaphan S.', 'Lemon J.K.', 'Desai U.U.', 'Henderson C.M.', 'Zelazny A.M.']",13,5
"['Sinsuwarn N.', 'Sthapitanonda P.']",3,2
"['Eaimsumang S.', 'Wongkasemjit S.', 'Pongstabodee S.', 'Smith S.M.', 'Ratanawilai S.', 'Chollacoop N.', 'Luengnaruemitchai A.']",27,7
"['Ouephanit C.', 'Boonvitthya N.', 'Theerachat M.', 'Bozonnet S.', 'Chulalaksananukul W.']",8,5
"['Dai G.', 'Zhu Y.', 'Yang J.', 'Pan Y.', 'Wang G.', 'Reubroycharoen P.', 'Wang S.']",46,7
"['Yoosuk B.', 'Sanggam P.', 'Wiengket S.', 'Prasassarakich P.']",49,4
"['Chaisubanan N.', 'Chanlek N.', 'Puarporn Y.', 'Limphirat W.', 'Piumsomboon P.', 'Pruksathorn K.', 'Hunsom M.']",10,7
"['Andres-Rodriguez L.', 'Borras X.', 'Feliu-Soler A.', 'Perez-Aranda A.', 'Rozadilla-Sacanell A.', 'Montero-Marin J.', 'Maes M.', 'Luciano J.V.']",41,8
"['Tongsopit S.', 'Junlakarn S.', 'Wibulpolprasert W.', 'Chaianong A.', 'Kokchang P.', 'Hoang N.V.']",50,6
"['Chuesutham T.', 'Sirivat A.', 'Paradee N.', 'Changkhamchom S.', 'Wattanakul K.', 'Anumart S.', 'Krathumkhet N.', 'Khampim J.']",18,8
"['Sarntanayoot P.', 'Fuangswasdi S.', 'Imyim A.']",9,3
"['Srirachya N.', 'Kobayashi T.', 'Roy K.', 'Boonkerd K.']",2,4
"['Chinram R.', 'Baupradist S.']",10,2
"['Wenk H.-R.', 'Kanitpanyacharoen W.', 'Ren Y.']",15,3
