authors,citedby,author_count
"['Lumangtad L.A.', 'Claeys E.', 'Hamal S.', 'Intasiri A.', 'Basrai C.', 'Yen-Pon E.', 'Beenfeldt D.', 'Vermeire K.', 'Bell T.W.']",5.0,9
"['Gatechompol S.', 'Teeratakulpisarn N.', 'Wittawatmongkol O.', 'Teeraananchai S.', 'Kerr S.J.', 'Chalermchockcharoenkit A.', 'Thamkhantho M.', 'Singtoroj T.', 'Phanuphak N.', 'Sohn A.H.', 'Chokephaibulkit K.']",2.0,11
"['Im-orb K.', 'Phan A.N.', 'Arpornwichanop A.']",19.0,3
['Sanoran K.'],2.0,1
"['Sangsuriyonk K.', 'Paradee N.', 'Sirivat A.']",20.0,3
"['Thanapornsangsuth S.', 'Holbert N.']",3.0,2
"['Panploo K.', 'Chalermsinsuwan B.', 'Poompradub S.']",6.0,3
"['Nguyen M.T.', 'Wongrujipairoj K.', 'Tsukamoto H.', 'Kheawhom S.', 'Mei S.', 'Aupama V.', 'Yonezawa T.']",13.0,7
"['Tsai H.', 'Lee Y.-P.', 'Ruangkanjanases A.']",13.0,3
"['Chen Q.', 'Sukmanee T.', 'Rong L.', 'Yang M.', 'Ren J.', 'Ekgasit S.', 'Advincula R.']",23.0,7
"['Hirisatja T.', 'Surachaikulwattana P.', 'Lohwongwatana B.']",0.0,3
"['Prutphongs P.', 'Sutivong D.']",0.0,2
"['Hussain Q.', 'Ruangrassamee A.', 'Tangtermsirikul S.', 'Joyklad P.']",26.0,4
"['Paopid S.', 'Tang J.', 'Leelawat N.']",2.0,3
"['Chancharoen R.', 'Maneeratana K.']",2.0,2
"['Jitmahantakul S.', 'Phetheet J.', 'Kanjanapayont P.']",2.0,3
"['Supasena W.', 'Muangnoi C.', 'Praengam K.', 'Wong T.W.', 'Qiu G.', 'Ye S.', 'Wu J.', 'Tanasupawat S.', 'Rojsitthisak P.']",5.0,9
"['Krainara S.', 'Suraraksa B.', 'Prommeenate P.', 'Thayanukul P.', 'Luepromchai E.']",10.0,5
"['Iqbal Z.', 'Shariq Iqbal M.', 'Singh S.P.', 'Buaboocha T.']",37.0,4
"['Bhalang K.', 'Steiger B.', 'Lukic N.', 'Zumbrunn Wojczynska A.', 'Hovijitra R.S.', 'Ettlin D.A.']",4.0,6
"['Sakarin S.', 'Surachetpong S.D.', 'Rungsipipat A.']",3.0,3
"['Sitthiyotha T.', 'Chunsrivirot S.']",30.0,2
"['Fortuna L.', 'Chaithongwongwatthana S.', 'Soonthornworasiri N.', 'Spiegel J.', 'Wijagkanalan W.', 'Mansouri S.', 'van den Biggelaar A.H.J.', 'Pham H.T.']",7.0,8
"['Chanakro W.', 'Jaikwang C.', 'Inkong K.', 'Kulprathipanja S.', 'Rangsunvigit P.']",5.0,5
"['Rahman A.', 'Nomani D.', 'Taneepanichskul S.']",3.0,3
"['Maklai S.', 'Srithongouthai S.']",0.0,2
"['Tewawong N.', 'Kowaboot S.', 'Pimainog Y.', 'Watanagul N.', 'Thongmee T.', 'Poovorawan Y.']",18.0,6
"['Suriyaamarit D.', 'Boonyong S.']",1.0,2
"['Blizniewska-Kowalska K.', 'Szewczyk B.', 'Galecka M.', 'Su K.-P.', 'Maes M.', 'Szemraj J.', 'Galecki P.']",8.0,7
"['Suklaew P.O.', 'Chusak C.', 'Adisakwattana S.']",10.0,3
"['Navakitkanok P.', 'Aramvith S.', 'Chandrachai A.']",1.0,3
"['Maisont P.', 'Taiphapoon T.', 'Chandrachai A.', 'Sinthupinyo S.']",0.0,4
"['Laosee O.', 'Sritoomma N.', 'Wamontree P.', 'Rattanapan C.', 'Tansuwanond W.', 'Sitthi-Amorn C.']",0.0,6
"['Buathong R.', 'Binson B.']",2.0,2
['Punpeng G.'],1.0,1
['Binson B.'],0.0,1
"['Kanchanasuk S.', 'Sinapiromsaran K.']",1.0,2
"['Majumdar A.', 'Satpathy J.', 'Kayee J.', 'Das R.']",8.0,4
"['Pagdepanichkit S.', 'Chuanchuen R.']",0.0,2
"['Nuntapaitoon M.', 'Suwimonteerabutr J.', 'Am-In N.']",1.0,3
"['Jafari S.', 'Ebrahimi M.', 'Luangtongkum T.']",2.0,3
"['Olaiya B.', 'Mekaroonkamol P.', 'Li B.-W.', 'Massaad J.', 'Vachaparambil C.T.', 'Xu J.', 'Lamm V.', 'Luo H.', 'Shen S.-S.', 'Chen H.-M.', 'Keilin S.', 'Willingham F.F.', 'Cai Q.']",2.0,13
"['Peris-Felipo F.J.', 'Stigenberg J.', 'Quicke D.L.J.', 'Belokobylskij S.A.']",1.0,4
"['Operiano K.R.G.', 'Iba H.', 'Pora W.']",2.0,3
"['Lao-Atiman W.', 'Olaru S.', 'Diop S.', 'Skogestad S.', 'Arpornwichanop A.', 'Cheacharoen R.', 'Kheawhom S.']",7.0,7
"['Pongkitwitoon B.', 'Simpan K.', 'Chobsri T.', 'Sritularak B.', 'Putalun W.']",2.0,5
"['Joshi G.', 'Amornwachirabodee K.', 'Okajima M.K.', 'Okeyoshi K.', 'Kaneko T.']",1.0,5
"['RODSIN K.', 'HUSSAIN Q.', 'JOYKLAD P.', 'NAWAZ A.', 'FAZLIANI H.']",5.0,5
"['Yuan J.', 'Maturavongsadit P.', 'Zhou Z.', 'Lv B.', 'Lin Y.', 'Yang J.', 'Luckanagul J.A.']",10.0,7
"['Thangthong J.', 'Anugulruengkitt S.', 'Lauhasurayotin S.', 'Chiengthong K.', 'Poparn H.', 'Sosothikul D.', 'Techavichit P.']",2.0,7
"['Lektip C.', 'Lapmanee S.', 'Rattananupong T.', 'Lohsoonthorn V.', 'Vorayingyong A.', 'Woratanarat T.', 'Sirisuk K.-O.', 'Suttanon P.', 'Petsirasan R.', 'Kitidumrongsuk P.', 'Jiamjarasrangsi W.']",3.0,11
"['Khlaiphuengsin A.', 'Chuaypen N.', 'Sodsai P.', 'Reantragoon R.', 'Han W.M.', 'Avihingsanon A.', 'Tangkijvanich P.']",6.0,7
"['Sornvichai A.', 'Piemjaiswang R.', 'Piumsomboon P.', 'Chalermsinsuwan B.']",2.0,4
"['Prapanukool C.', 'Chaitusaney S.']",1.0,2
"['Chankrajang T.', 'Vechbanyongratana J.']",4.0,2
"['Joyklad P.', 'Hussain Q.']",3.0,2
"['Khrueakham A.', 'Srithai P.-U.', 'Samree K.', 'Painmanakul P.', 'Sairiam S.']",1.0,5
"['Patikorn C.', 'Leelavanich C.', 'Ismail A.K.', 'Othman I.', 'Taychakhoonavudh S.', 'Chaiyakunapruk N.']",11.0,6
"['Shunmugam S.', 'Rathinasamy B.', 'Shanmugaraj B.']",0.0,3
"['Kijpaisalratana N.', 'Chutinet A.', 'Travanichakul S.', 'Kitjawijit T.', 'Yokumporn P.', 'Duangjino K.', 'Suwanwela N.C.']",1.0,7
"['Chaiya C.', 'Pankumpet N.', 'Buapibal B.', 'Chalermsinsuwan B.']",5.0,4
"['Khosakitchalert C.', 'Yabuki N.', 'Fukuda T.']",2.0,3
"['Wangsupphaphol A.', 'Chaitusaney S.']",4.0,2
"['Sooklert K.', 'Boonwong C.', 'Ekpo P.', 'Rojanathanes R.', 'Patarakul K.', 'Chirathaworn C.', 'Thamakaison S.', 'Sereemaspun A.']",3.0,8
"['Boonklurb R.', 'Treeyaprasert T.', 'Wanna A.-A.']",0.0,3
"['Muthitacharoen A.', 'Phongpaichit P.']",2.0,2
"['Rattanachaisit P.', 'Prueksapanich P.', 'Chaiteerakij R.', 'Komolmit P.', 'Treeprasertsuk S.']",0.0,5
"['Siripalangkanont J.', 'Panumatrassamee K.']",0.0,2
"['Poparn H.', 'Chatrproedprai S.', 'Treeprasertsuk S.', 'Sonsiri K.', 'Chongsrisawat V.']",1.0,5
"['Roongrawee T.', 'Thanapirom K.', 'Chaiteerakij R.', 'Komolmit P.', 'Phathong C.', 'Treeprasertsuk S.']",1.0,6
"['Sawaskeaw S.', 'Vejchapipat P.', 'Decharun K.', 'Chongsrisawat V.']",0.0,4
"['Suwimonteerabutr J.', 'Chumsri S.', 'Tummaruk P.', 'Nuntapaitoon M.']",1.0,4
"['Singhatanadgige W.', 'Chancharoenchai T.', 'Honsawek S.', 'Kotheeranurak V.', 'Tanavalee C.', 'Limthongkul W.']",6.0,6
"['Pikulkaew S.', 'Phatwan K.', 'Banlunara W.', 'Intanon M.', 'Bernard J.K.']",10.0,5
"['Pothisiri W.', 'Prasitsiriphon O.', 'Aekplakorn W.']",6.0,3
"['Brimson J.M.', 'Prasanth M.I.', 'Malar D.S.', 'Brimson S.', 'Tencomnao T.']",15.0,5
"['Sarih N.M.', 'Romero-Perez D.', 'Bastani B.', 'Rauytanapanit M.', 'Boisdon C.', 'Praneenararat T.', 'Tajuddin H.A.', 'Abdullah Z.', 'Badu-Tawiah A.K.', 'Maher S.']",7.0,10
"['Beratto E.', 'Mekareeya N.', 'Sacchi M.']",15.0,3
"['Cheawsamoot C.', 'Phokaew C.', 'Chetruengchai W.', 'Chantranuwat P.', 'Puwanant S.', 'Tongsima S.', 'Khongphatthanayothin A.', 'Shotelersuk V.']",7.0,8
"['Kunapongkiti P.', 'Rongsayamanont C.', 'Nayramitsattha P.', 'Limpiyakorn T.']",17.0,4
"['Siriviriyakul P.', 'Werawatganon D.', 'Phetnoo N.', 'Somanawat K.', 'Chatsuwan T.', 'Klaikeaw N.', 'Chayanupatkul M.']",21.0,7
"['Itthipanichpong Y.', 'Damkerngsuntorn W.', 'Tangkijngamvong N.', 'Udomsawaengsup S.', 'Boonchayaanant P.', 'Kumtornrut C.', 'Kerr S.J.', 'Asawanonda P.', 'Rerknimitr P.']",4.0,9
"['Wudhikarn K.', 'Mailankody S.', 'Smith E.L.']",19.0,3
"['Chiasakul T.', 'Bauer K.A.']",2.0,2
"['Sopon A.', 'Thongdet E.', 'Punnarak P.', 'Suksai S.']",3.0,4
"['Prasanth M.I.', 'Sivamaruthi B.S.', 'Sukprasansap M.', 'Chuchawankul S.', 'Tencomnao T.', 'Chaiyasut C.']",5.0,6
"['Handayani L.', 'Dewi M.K.', 'Munira L.']",2.0,3
"['Patcharatrakul T.', 'Gonlachanvit S.', 'Kriengkirakul C.', 'Chaiwattanarat T.']",10.0,4
"['Singkham-In U.', 'Higgins P.G.', 'Wannigama D.L.', 'Hongsing P.', 'Chatsuwan T.']",17.0,5
"['Bhidayasiri R.', 'Boonmongkol T.', 'Thongchuam Y.', 'Phumphid S.', 'Kantachadvanich N.', 'Panyakaew P.', 'Jagota P.', 'Plengsri R.', 'Chokpatcharavate M.', 'Phokaewvarangkul O.']",4.0,10
"['Pimsamarn K.', 'Burikham P.', 'Rojjanason T.']",1.0,3
"['Sukmas W.', 'Sakulsupich V.', 'Tsuppayakorn-aek P.', 'Pinsook U.', 'Pakornchote T.', 'Klinkla R.', 'Bovornratanaraks T.']",2.0,7
"['Popruk N.', 'Prasongwattana S.', 'Mahittikorn A.', 'Palasuwan A.', 'Popruk S.', 'Palasuwan D.']",6.0,6
"['Pathomthongtaweechai N.', 'Soodvilai S.', 'Pichyangkura R.', 'Muanprasat C.']",7.0,4
"['Duarte-Silva E.', 'Maes M.', 'Macedo D.', 'Savino W.', 'Peixoto C.A.']",7.0,5
"['Daungkumsawat J.', 'Okhawilai M.', 'Charoensuk K.', 'Prastowo R.B.', 'Jubsilp C.', 'Karagiannidis P.', 'Rimdusit S.']",4.0,7
"['Lumlertgul N.', 'Murugan R.', 'Seylanova N.', 'McCready P.', 'Ostermann M.']",9.0,5
"['Tumawong P.', 'Chaichana E.', 'Jongsomjit B.']",0.0,3
"['Chintanapakdee W.', 'Mendoza D.P.', 'Zhang E.W.', 'Botwin A.', 'Gilman M.D.', 'Gainor J.F.', 'Shepard J.-A.O.', 'Digumarthy S.R.']",4.0,8
"['Rodsin K.', 'Hussain Q.', 'Suparp S.', 'Nawaz A.']",26.0,4
"['Pearodwong P.', 'Tretipskul C.', 'Panyathong R.', 'Tummaruk P.']",2.0,4
"['Chinwatpaiboon P.', 'Doolayagovit I.', 'Boonsombuti A.', 'Savarajara A.', 'Luengnaruemitchai A.']",10.0,5
"['Chutirat J.', 'Eaimsumang S.', 'Luengnaruemitchai A.']",4.0,3
"['Nantavisai S.', 'Pisitkun T.', 'Osathanon T.', 'Pavasant P.', 'Kalpravidh C.', 'Dhitavat S.', 'Makjaroen J.', 'Sawangmake C.']",12.0,8
"['Issariyapat A.', 'Visuttipitukul P.', 'Song T.', 'Bahador A.', 'Umeda J.', 'Qian M.', 'Kondoh K.']",17.0,7
"['Chentanez N.', 'Macklin M.', 'Muller M.', 'Jeschke S.', 'Kim T.-Y.']",10.0,5
"['Saipin N.', 'Semsirmboon S.', 'Rungsiwiwut R.', 'Thammacharoen S.']",8.0,4
"['Assanangkornchai S.', 'Nontarak J.', 'Aekplakorn W.', 'Chariyalertsak S.', 'Kessomboon P.', 'Taneepanichskul S.']",7.0,6
"['Pattharaprachayakul N.', 'Choi J.-I.', 'Incharoensakdi A.', 'Woo H.M.']",12.0,4
"['Sirichana W.', 'Neufeld E.V.', 'Wang X.', 'Hu S.B.', 'Dolezal B.A.', 'Cooper C.B.']",4.0,6
"['Hibiki T.', 'Rassame S.', 'Liu W.', 'Wang L.', 'Zhao Q.', 'Chong D.', 'Yan J.']",9.0,7
"['Intarit P.-I.', 'Senjuntichai T.', 'Rungamornrat J.', 'Limkatanyu S.']",4.0,4
"['Nasamran C.', 'Janetanakit T.', 'Chiyawong S.', 'Boonyapisitsopa S.', 'Bunpapong N.', 'Prakairungnamthip D.', 'Thontiravong A.', 'Amonsin A.']",3.0,8
"['Saipin N.', 'Thuwanut P.', 'Thammacharoen S.', 'Rungsiwiwut R.']",1.0,4
"['Laoruengthana A.', 'Rattanaprichavej P.', 'Reosanguanwong K.', 'Chinwatanawongwan B.', 'Chompoonutprapa P.', 'Pongpirul K.']",5.0,6
"['Udomsinprasert W.', 'Poovorawan Y.', 'Chongsrisawat V.', 'Vejchapipat P.', 'Honsawek S.']",3.0,5
"['Eaimsumang S.', 'Chollacoop N.', 'Luengnaruemitchai A.', 'Taylor S.H.']",9.0,4
"['Sronsri C.', 'U-yen K.', 'Sittipol W.']",3.0,3
"['Therakomen V.', 'Petchlorlian A.', 'Lakananurak N.']",33.0,3
"['Soe H.M.H.', 'Chamni S.', 'Mahalapbutr P.', 'Kongtaworn N.', 'Rungrotmongkol T.', 'Jansook P.']",18.0,6
"['Mauleekoonphairoj J.', 'Chamnanphon M.', 'Khongphatthanayothin A.', 'Sutjaporn B.', 'Wandee P.', 'Poovorawan Y.', 'Nademanee K.', 'Pongpanich M.', 'Chariyavilaskul P.']",10.0,9
"['Ricci Z.', 'Tolwani A.', 'Lumlertgul N.']",1.0,3
"['Praserthdam S.', 'Rittiruam M.', 'Maungthong K.', 'Saelee T.', 'Somdee S.', 'Praserthdam P.']",23.0,6
['Pataradool K.'],1.0,1
"['LOSUWANNARAK N.', 'ROYTRAKUL S.', 'CHANVORACHOTE P.']",8.0,3
"['Wongsawa T.', 'Traiwongsa N.', 'Pancharoen U.', 'Nootong K.']",38.0,4
"['Urumarudappa S.K.J.', 'Tungphatthong C.', 'Prombutara P.', 'Sukrong S.']",18.0,4
"['Wisitthammasri W.', 'Chotpantarat S.', 'Thitimakorn T.']",17.0,3
"['Pierezan F.', 'Yun S.', 'Piewbang C.', 'Surachetpong W.', 'Soto E.']",16.0,5
"['Tsuppayakorn-aek P.', 'Yang X.', 'Pluengphon P.', 'Luo W.', 'Ahuja R.', 'Bovornratanaraks T.']",10.0,6
"['Upasen R.', 'Thanasilp S.']",6.0,2
"['Shavandi A.', 'Hosseini S.', 'Okoro O.V.', 'Nie L.', 'Eghbali Babadi F.', 'Melchels F.']",35.0,6
"['Wannigama D.L.', 'Jacquet A.']",8.0,2
"['Chusilp S.', 'Lee C.', 'Li B.', 'Lee D.', 'Yamoto M.', 'Ganji N.', 'Vejchapipat P.', 'Pierro A.']",10.0,8
"['Thumvijit T.', 'Chanyotha S.', 'Sriburee S.', 'Hongsriti P.', 'Tapanya M.', 'Kranrod C.', 'Tokonami S.']",14.0,7
"['Lumlertgul N.', 'Bear D.E.', 'Ostermann M.']",12.0,3
"['Lin T.N.', 'Bunpapong N.', 'Boonyapisitsopa S.', 'Chaiyawong S.', 'Janetanakit T.', 'Rain K.T.', 'Mon P.P.', 'Oo S.M.', 'Thontiravong A.', 'Amonsin A.']",3.0,10
"['Bogajo I.R.', 'Tangpronprasert P.', 'Virulsri C.', 'Keeratihattayakorn S.', 'Arrazola P.J.']",6.0,5
"['Chakartnarodom P.', 'Prakaypan W.', 'Ineure P.', 'Chuankrerkkul N.', 'Laitila E.A.', 'Kongkajun N.']",5.0,6
"['Ampawong S.', 'Kengkoom K.', 'Sukphopetch P.', 'Aramwit P.', 'Muangkaew W.', 'Kanjanapruthipong T.', 'Buaban T.']",11.0,7
"['Rattanapisit K.', 'Shanmugaraj B.', 'Manopwisedjaroen S.', 'Purwono P.B.', 'Siriwattananon K.', 'Khorattanakulchai N.', 'Hanittinan O.', 'Boonyayothin W.', 'Thitithanyanont A.', 'Smith D.R.', 'Phoolcharoen W.']",89.0,11
"['Morris G.', 'Puri B.K.', 'Olive L.', 'Carvalho A.', 'Berk M.', 'Walder K.', 'Gustad L.T.', 'Maes M.']",44.0,8
"['Lewchalermwong D.', 'Tummaruk P.', 'Knox R.V.']",2.0,3
"['Sriphoosanaphan S.', 'Thanapirom K.', 'Suksawatamnuay S.', 'Thaimai P.', 'Sittisomwong S.', 'Sonsiri K.', 'Srisoonthorn N.', 'Teeratorn N.', 'Tanpowpong N.', 'Chaopathomkul B.', 'Treeprasertsuk S.', 'Poovorawan Y.', 'Komolmit P.']",3.0,13
"['Yang M.', 'Lingjun Z.', 'Xiaonan Z.', 'Prasert R.', 'Shurong W.']",30.0,5
"['Rojnueangnit K.', 'Maneechai P.', 'Thaweekul P.', 'Piriyanon P.', 'Khositseth S.', 'Ittiwut C.', 'Chetruengchai W.', 'Kamolvisit W.', 'Theerapanon T.', 'Suphapeetiporn K.', 'Porntaveetus T.', 'Shotelersuk V.']",4.0,12
"['Rachapaettayakom P.', 'Wiriyapinit M.', 'Cooharojananone N.', 'Tanthanongsakkun S.', 'Charoenruk N.']",10.0,5
"['Duangsri C.', 'Mudtham N.-A.', 'Incharoensakdi A.', 'Raksajit W.']",10.0,4
"['Elayaraja S.', 'Mabrok M.', 'Algammal A.', 'Sabitha E.', 'Rajeswari M.V.', 'Zagorsek K.', 'Ye Z.', 'Zhu S.', 'Rodkhum C.']",24.0,9
"['Sakulkit P.', 'Palamanit A.', 'Dejchanchaiwong R.', 'Reubroycharoen P.']",48.0,4
"['Liu A.', 'Praserthdam S.', 'Phatanasri S.']",10.0,3
"['Pongkitivanichkul C.', 'Samart D.', 'Thongyoi N.', 'Lunrasri N.']",2.0,4
"['Puprasit K.', 'Wongsawaeng D.', 'Ngaosuwan K.', 'Kiatkittipong W.', 'Assabumrungrat S.']",19.0,5
"['Saengboonmee C.', 'Phoomak C.', 'Supabphol S.', 'Covington K.R.', 'Hampton O.', 'Wongkham C.', 'Gibbs R.A.', 'Umezawa K.', 'Seubwai W.', 'Gingras M.-C.', 'Wongkham S.']",8.0,11
"['Pongchan T.', 'Praserthdam P.', 'Jongsomjit B.']",2.0,3
"['Petchsoongsakul N.', 'Ngaosuwan K.', 'Kiatkittipong W.', 'Wongsawaeng D.', 'Assabumrungrat S.']",14.0,5
['Nademanee K.'],0.0,1
"['Thongsricome T.', 'Kanjanabuch T.', 'Maeboonruen N.', 'Pavatung P.', 'Katavetin P.', 'Eiam-Ong S.']",2.0,6
"['Morris G.', 'Athan E.', 'Walder K.', 'Bortolasci C.C.', ""O'Neil A."", 'Marx W.', 'Berk M.', 'Carvalho A.F.', 'Maes M.', 'Puri B.K.']",6.0,10
"['Puenpa J.', 'Suwannakarn K.', 'Chansaenroj J.', 'Nilyanimit P.', 'Yorsaeng R.', 'Auphimai C.', 'Kitphati R.', 'Mungaomklang A.', 'Kongklieng A.', 'Chirathaworn C.', 'Wanlapakorn N.', 'Poovorawan Y.']",24.0,12
"['Wongwiwatchai N.', 'Pongkham P.', 'Sripanidkulchai K.']",4.0,3
"['Gupta N.', 'Ferreira J.', 'Hong C.H.L.', 'Tan K.S.']",19.0,4
"['Jirawattanasomkul T.', 'Likitlersuang S.', 'Wuttiwannasak N.', 'Ueda T.', 'Zhang D.', 'Voravutvityaruk T.']",13.0,6
"['Chutima P.', 'Arayikanon K.']",11.0,2
"['Algammal A.M.', 'Mabrok M.', 'Sivaramasamy E.', 'Youssef F.M.', 'Atwa M.H.', 'El-kholy A.W.', 'Hetta H.F.', 'Hozzein W.N.']",650.0,8
"['Thongkong N.', 'Wisunthorn S.', 'Pichaiyut S.', 'Nakason C.', 'Kiatkamjornwong S.']",4.0,5
"['Choodej S.', 'Hanthanong S.', 'Aree T.', 'Pudhom K.']",8.0,4
"['Boonsimma K.', 'Ngeamvijawat J.', 'Sukcharoen N.', 'Boonla C.']",3.0,4
"['Daisuk P.', 'Shotipruk A.']",5.0,2
"['Iqbal Z.', 'Iqbal M.S.', 'Ahmad A.', 'Memon A.G.', 'Ansari M.I.']",20.0,5
"['Panchaprateep R.', 'Lueangarun S.']",27.0,2
"['Wu H.-Y.', 'Chen S.S.', 'Liao W.', 'Wang W.', 'Jang M.-F.', 'Chen W.-H.', 'Ahamad T.', 'Alshehri S.M.', 'Hou C.-H.', 'Lin K.-S.', 'Charinpanitkul T.', 'Wu K.C.-W.']",27.0,12
"['Aiewsakun P.', 'Pamornchainavakul N.', 'Inchaisri C.']",6.0,3
"['Yimarj P.', 'Subbalekha K.', 'Dhanesuan K.', 'Siriwatana K.', 'Mattheos N.', 'Pimkhaokham A.']",38.0,6
"['Lee R.Y.', 'Modes M.E.', 'Sathitratanacheewin S.', 'Engelberg R.A.', 'Curtis J.R.', 'Kross E.K.']",6.0,6
"['Chaijamorn W.', 'Rungkitwattanakul D.', 'Pattharachayakul S.', 'Singhan W.', 'Charoensareerat T.', 'Srisawat N.']",8.0,6
"['Cantos-Barreda A.', 'Escribano D.', 'Siriyasatien P.', 'Ceron J.J.', 'Thomas M.C.', 'Afonso-Lehmann R.N.', 'Lopez M.C.', 'Bernal L.J.', 'Phumee A.', 'Lubas G.', 'Martinez-Subiela S.']",5.0,11
"['Rangubpit W.', 'Paritanon P.', 'Pandey R.B.', 'Sompornpisut P.']",4.0,4
"['Janjarasskul T.', 'Tananuwong K.', 'Phupoksakul T.', 'Thaiphanit S.']",19.0,4
"['Deelaman W.', 'Pongpiachan S.', 'Tipmanee D.', 'Suttinun O.', 'Choochuay C.', 'Iadtem N.', 'Charoenkalunyuta T.', 'Promdee K.']",18.0,8
"['Pultanasarn P.', 'Thaungwilai K.', 'Singhatanadgid P.', 'Prateepsawangwong B.', 'Singhatanadgit W.']",1.0,5
"['Sangsuk S.', 'Buathong C.', 'Suebsiri S.']",14.0,3
"['Jupatanakul N.', 'Pengon J.', 'Selisana S.M.G.', 'Choksawangkarn W.', 'Jaito N.', 'Saeung A.', 'Bunyong R.', 'Posayapisit N.', 'Thammatinna K.', 'Kalpongnukul N.', 'Aupalee K.', 'Pisitkun T.', 'Kamchonwongpaisan S.']",10.0,13
"['Thongkhao K.', 'Pongkittiphan V.', 'Phadungcharoen T.', 'Tungphatthong C.', 'Urumarudappa S.K.J.', 'Pengsuparp T.', 'Sutanthavibul N.', 'Wiwatcharakornkul W.', 'Kengtong S.', 'Sukrong S.']",15.0,10
"['Hanittinan O.', 'Oo Y.', 'Chaotham C.', 'Rattanapisit K.', 'Shanmugaraj B.', 'Phoolcharoen W.']",13.0,6
"['Ramprakash B.', 'Incharoensakdi A.']",16.0,2
"['Ajkidkarn P.', 'Manuspiya H.']",23.0,2
"['Issariyapat A.', 'Visuttipitukul P.', 'Umeda J.', 'Kondoh K.']",34.0,4
"['Dispat N.', 'Poompradub S.', 'Kiatkamjornwong S.']",29.0,3
"['Songthammanuphap S.', 'Puthong S.', 'Pongma C.', 'Buakeaw A.', 'Prammananan T.', 'Warit S.', 'Tipkantha W.', 'Kaewkhunjob E.', 'Yindeeyoungyeon W.', 'Palaga T.']",11.0,10
"['Khongnomnan K.', 'Saengchoowong S.', 'Mayuramart O.', 'Nimsamer P.', 'Pisitkun T.', 'Poovorawan Y.', 'Payungporn S.']",4.0,7
"['Rerknimitr P.', 'Theerawattanawit C.', 'Lertpichitkul P.', 'Jantarabenjakul W.', 'Putcharoen O.', 'Puthanakit T.', 'Panchaprateep R.', 'Kumtornrut C.', 'Asawanonda P.']",10.0,9
"['Wathanakom N.', 'Khlaisang J.', 'Songkram N.']",32.0,3
"['Wongtrakul J.', 'Thongtan T.', 'Pannengpetch S.', 'Wikan N.', 'Kantamala D.', 'Kumrapich B.', 'Suwan W.', 'Smith D.R.']",2.0,8
"['Faikrua A.', 'Pimonsree S.', 'Wang L.', 'Limsakul A.', 'Singhruck P.', 'Dong Z.']",11.0,6
"['Theerasuwipakorn N.', 'Tasneem A.A.', 'Kongkam P.', 'Angsuwatcharakon P.', 'Ridtitid W.', 'Navicharern P.', 'Kitisin K.', 'Wangrattanapranee P.', 'Rerknimitr R.', 'Kullavanijaya P.']",12.0,10
"['Patiyasikunt M.', 'Chancheewa B.', 'Asawanonda P.', 'Noppakun N.', 'Kumtornrut C.']",2.0,5
"['Likhitweerawong N.', 'Boonchooduang N.', 'Kittisakmontri K.', 'Chonchaiya W.', 'Louthrenoo O.']",5.0,5
